,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS55,0.33351493,0.22217673,0.31349388,0.21070567,0.39310405,0.1966863,0.50533277,0.40245223,0.36423782,0.33952165,0.24826048,0.3450983,0.5574901,0.26490188,0.14660473,0.17530875,0.5530276,0.29942575,0.28074008,0.378371,0.20708978,0.5398881,0.26328218,0.31646848,0.4961241,0.4198231,0.42832834,0.30131838,0.3416021,0.38511044,0.38563263,0.57139194,0.81305987,0.6987018,0.77690995,0.77481794,0.72562337,0.74782735,0.61814797,0.67241174,0.48494753,0.39980492,0.44775632,0.54019946,0.99999976,0.21801864,0.316311,0.35336617,0.26172328,0.5710341,0.4350106,0.27230245,0.37070686,0.45973554,0.30953148,0.44121596,0.2533285,0.28206208,0.6120647,0.82758236,0.42362082,0.5108385,0.38048604,0.6202746,0.7412931,0.34582084,0.36817214,0.45557126,0.373132,0.34940198,0.41354167,0.3673983,0.40455136,0.5643828,0.42227384,0.6305331,0.366345,0.38800812,0.52697515,0.25920364,0.3540349,0.46408212,0.3985799,0.26405153,0.57896626,0.39752015,0.41916013,0.3662083,0.3841793,0.8286205,0.37767312,0.5382054,0.438204,0.50340563,0.8297218,0.3914564,0.5159997,0.49914196,0.49929297,0.41224098,0.38772908
SS56,0.6472205,0.35792473,0.5063509,0.5782703,0.39728752,0.33588365,0.29086187,0.43225,0.30439678,0.29904458,0.33548537,0.27535293,0.2200985,0.7579988,0.4760211,0.47908562,0.18987471,0.497626,0.3685613,0.4412265,0.40424067,0.1836926,0.4820242,0.22430973,0.27783513,0.31510732,0.29757473,0.32412362,0.4553969,0.46470007,0.399329,0.30875894,0.31167752,0.4252342,0.40717506,0.41343775,0.29906976,0.45592287,0.4239063,0.32390416,0.33289582,0.36703083,0.31559798,0.29610956,0.21801864,1.0000001,0.60837543,0.44273984,0.5664537,0.41242492,0.35742182,0.2008642,0.18424848,0.24638093,0.3955843,0.35416624,0.34577507,0.36135373,0.24395362,0.25576803,0.16542184,0.29232785,0.3409359,0.4082496,0.27237847,0.3473841,0.34729204,0.3247773,0.34927076,0.28604698,0.25008127,0.2221803,0.33997536,0.38792107,0.29500195,0.3600673,0.29226437,0.4825751,0.23889944,0.23053248,0.38750914,0.44976985,0.4245537,0.22386988,0.29149157,0.22147223,0.35363114,0.33129394,0.36014688,0.28512132,0.29953295,0.20179442,0.18341559,0.17695475,0.28530553,0.31866458,0.23327862,0.33607623,0.26453137,0.3572453,0.29365075
SS57,0.47042876,0.48536587,0.49334815,0.48818403,0.4205162,0.3715778,0.28553426,0.534348,0.4585976,0.41691032,0.4177211,0.38949326,0.30807167,0.6294871,0.4654777,0.5044289,0.23370805,0.5118484,0.6229788,0.54838085,0.5352754,0.24243814,0.5899508,0.23442346,0.34167552,0.33413163,0.3336703,0.36311334,0.35436183,0.4282923,0.33333084,0.28322527,0.47159684,0.5242362,0.60583097,0.5094138,0.43060172,0.55547154,0.54881024,0.4870958,0.32293358,0.45831388,0.4656037,0.41773918,0.316311,0.60837543,1.0000001,0.74384356,0.6927911,0.63541657,0.44758224,0.36282456,0.29136747,0.4018575,0.4064054,0.49969554,0.46806476,0.43611738,0.3845081,0.43664536,0.2737771,0.3355685,0.4173707,0.4875277,0.48222685,0.54682136,0.3089771,0.41413206,0.49495947,0.59210217,0.28692266,0.3993747,0.48165515,0.5110521,0.3493343,0.47089788,0.42418703,0.5659816,0.28135735,0.25744972,0.64082634,0.5055063,0.41440865,0.33691558,0.38987118,0.34692267,0.62505436,0.3510081,0.62899476,0.41801754,0.25006193,0.31233683,0.38535485,0.2087594,0.4020833,0.25578973,0.35583583,0.44873583,0.35528952,0.5753018,0.47650585
SS58,0.41734716,0.42835462,0.46949005,0.37199363,0.43121332,0.3107702,0.33916524,0.49894094,0.3924555,0.36108282,0.42762536,0.31602025,0.39268097,0.4998098,0.36058205,0.4653695,0.3666827,0.37358683,0.37431484,0.4174191,0.36053056,0.31684682,0.5136076,0.22571196,0.42358425,0.3534548,0.3264339,0.3095773,0.2641986,0.32560512,0.28540266,0.282802,0.46527988,0.42942268,0.5595012,0.4979605,0.4139598,0.44664386,0.45386785,0.47542694,0.23677394,0.37215438,0.36320105,0.39929175,0.35336617,0.44273984,0.74384356,0.9999999,0.57474494,0.60133904,0.40477532,0.28425223,0.31536046,0.36085498,0.36017475,0.47707886,0.44060245,0.3683402,0.3788772,0.4507525,0.33991924,0.3763769,0.5238663,0.46625784,0.51030123,0.7035732,0.37360522,0.48234844,0.48229495,0.56198937,0.31278753,0.43623328,0.44584525,0.4046979,0.41476032,0.52043843,0.50645643,0.58430094,0.3400907,0.2863084,0.6252056,0.44843775,0.4033712,0.43829346,0.4079839,0.38175383,0.75087255,0.3995934,0.6109007,0.39573282,0.23154955,0.35485613,0.48337966,0.2924077,0.39884454,0.23961574,0.37942377,0.4302516,0.4095946,0.6237566,0.58316314
SS59,0.4022141,0.48645934,0.54676926,0.36568943,0.42718938,0.3598068,0.22039053,0.3785638,0.46103656,0.40993872,0.47166526,0.4376179,0.35095307,0.5977658,0.4252535,0.49702027,0.24953577,0.46806183,0.34915832,0.37331405,0.38447767,0.2058596,0.5173398,0.25689298,0.3368447,0.32193467,0.34258604,0.33615848,0.38719046,0.4455549,0.36089927,0.26350355,0.40880924,0.41043738,0.46043074,0.4923615,0.42807785,0.5138407,0.5468788,0.46794814,0.44180104,0.5027602,0.4141131,0.4134917,0.26172328,0.5664537,0.6927911,0.57474494,0.9999999,0.49480444,0.45632145,0.3868907,0.32796982,0.40376496,0.44495952,0.4655736,0.39331347,0.48431936,0.39365688,0.38555485,0.4200874,0.3527019,0.3918311,0.46251553,0.39496663,0.3080447,0.25824356,0.32465762,0.3252946,0.44035378,0.38421825,0.35353857,0.5555305,0.43223265,0.25090283,0.38286963,0.28932166,0.63800395,0.15924317,0.33949435,0.50064594,0.55592674,0.44390562,0.34091923,0.35762703,0.43228754,0.5059483,0.39688823,0.4530051,0.3875817,0.28949192,0.34677985,0.37367058,0.21746181,0.3562857,0.2742312,0.45796573,0.496898,0.39313728,0.5716342,0.5008685
SS60,0.490733,0.39277577,0.45460406,0.35054514,0.428248,0.3173625,0.4971704,0.4994114,0.404653,0.37683666,0.44182682,0.31678236,0.41188338,0.48164487,0.3421758,0.35682842,0.40299785,0.43960592,0.39056242,0.40981442,0.3192907,0.4096334,0.461644,0.35004014,0.468696,0.30200452,0.31747088,0.30182445,0.27746534,0.35440695,0.28995234,0.41349757,0.48355252,0.4925589,0.5570045,0.50791866,0.4290589,0.49203008,0.4763173,0.4941107,0.34730202,0.4490837,0.36231762,0.47240904,0.5710341,0.41242492,0.63541657,0.60133904,0.49480444,1.0000002,0.41028935,0.2570102,0.33263457,0.3745366,0.31246936,0.47414416,0.43171626,0.36308375,0.52561426,0.4956819,0.30400932,0.35335514,0.44793525,0.4538363,0.44161314,0.46099377,0.41313776,0.43661997,0.44253024,0.45665812,0.3545064,0.3967715,0.42804497,0.43449563,0.33728233,0.41535476,0.39020067,0.56250876,0.35760164,0.30955872,0.5165955,0.48005885,0.34004295,0.34917226,0.4095445,0.38242882,0.53084934,0.30617297,0.45535618,0.49997082,0.24616158,0.3969327,0.4865672,0.32146227,0.4499847,0.2490526,0.38624507,0.40922338,0.4145801,0.5932611,0.48737153
SS61,0.3981337,0.47061914,0.48087052,0.40378067,0.42806566,0.51807207,0.2699238,0.42580688,0.6326686,0.5813602,0.5415299,0.49164078,0.5129607,0.29905504,0.39676958,0.36827248,0.30678445,0.3556499,0.28046358,0.3869683,0.39444464,0.35433167,0.5373279,0.33711892,0.39341062,0.42486012,0.40743327,0.4956078,0.25884387,0.37978786,0.3059712,0.3447687,0.5320871,0.507717,0.5553566,0.5530096,0.4330456,0.51809824,0.6025781,0.42259145,0.46483138,0.49606267,0.3651361,0.4976594,0.4350106,0.35742182,0.44758224,0.40477532,0.45632145,0.41028935,0.99999994,0.41064364,0.64194405,0.5990934,0.5399537,0.6032678,0.5965642,0.6427586,0.55249226,0.5293059,0.5369077,0.3860643,0.48405892,0.35239768,0.526489,0.37568346,0.35993022,0.42261076,0.48710912,0.43205905,0.4512772,0.5934568,0.58115375,0.43754396,0.32932723,0.36646092,0.42935956,0.49737138,0.2820082,0.4308877,0.43149105,0.53461945,0.5014369,0.44983846,0.39892143,0.48090905,0.42863506,0.44716522,0.47857726,0.46413457,0.3021962,0.56746495,0.43570185,0.29079798,0.4360204,0.2571807,0.53270036,0.36365038,0.4963388,0.51970583,0.48556018
SS62,0.2330114,0.2813677,0.27546963,0.26257327,0.34252906,0.30770463,0.124176286,0.2737908,0.5429827,0.47433123,0.3778908,0.6501926,0.41546136,0.23576671,0.2715527,0.16191992,0.14766523,0.18866958,0.1572312,0.25378573,0.27072176,0.2203205,0.4056056,0.24870256,0.37563384,0.32104665,0.3932986,0.33341697,0.26957893,0.2328763,0.31437454,0.2932766,0.3433649,0.34711966,0.38465703,0.4174674,0.3226223,0.358732,0.4957115,0.3188293,0.3911666,0.37990326,0.40531793,0.31703803,0.27230245,0.2008642,0.36282456,0.28425223,0.3868907,0.2570102,0.41064364,1.0,0.28696102,0.52710235,0.4228144,0.39651358,0.41095597,0.43228385,0.41990373,0.28347862,0.37792364,0.29617158,0.2383963,0.41504917,0.35239312,0.12870689,0.12003529,0.19388764,0.3086505,0.2637363,0.3886071,0.35692558,0.45121953,0.28642723,0.10590314,0.24096262,0.32101607,0.2425015,0.10418774,0.23181307,0.35907775,0.4006562,0.3641392,0.35903785,0.23498349,0.31908917,0.23060799,0.22035335,0.24392334,0.29674935,0.2517087,0.2856136,0.30900553,0.1409722,0.29101512,0.2444001,0.4360484,0.33882773,0.2566445,0.26186258,0.31701636
SS63,0.21357785,0.30117857,0.3145704,0.2796588,0.3045663,0.40215376,0.18309213,0.29015076,0.5154489,0.5203118,0.33097726,0.3778124,0.6227455,0.22509074,0.33651355,0.2835325,0.43104184,0.27453882,0.21239097,0.3117549,0.25380364,0.4190299,0.46889353,0.41611272,0.46159625,0.5149889,0.45770347,0.5098571,0.28380004,0.43360755,0.3507561,0.419972,0.4270965,0.40303245,0.45648,0.4410261,0.3672889,0.41452166,0.48667666,0.2801111,0.36735442,0.3555146,0.3109612,0.36294153,0.37070686,0.18424848,0.29136747,0.31536046,0.32796982,0.33263457,0.64194405,0.28696102,0.99999976,0.555843,0.41812718,0.5395638,0.37316164,0.48327282,0.53781426,0.4293833,0.4894064,0.43275553,0.4247815,0.29914117,0.44651985,0.26611477,0.23839025,0.32985908,0.41593722,0.41075334,0.51104486,0.55658156,0.4721543,0.36786112,0.2756496,0.3077454,0.2841599,0.36543185,0.23591964,0.3697494,0.36028224,0.50896,0.43267834,0.46001986,0.3605586,0.52645624,0.33577704,0.44600955,0.45664778,0.37687445,0.39403307,0.6602295,0.5036332,0.38822097,0.3540796,0.35924986,0.59547913,0.26337293,0.560026,0.42233843,0.46638912
SS64,0.33213952,0.34644967,0.42054492,0.3368206,0.39585572,0.48250616,0.15715364,0.38006395,0.66540897,0.6523514,0.46074367,0.5416767,0.6443727,0.25622886,0.30541122,0.17153552,0.30799165,0.25010788,0.20759368,0.30110902,0.22680274,0.31840974,0.4421728,0.32501674,0.40330407,0.47056225,0.49876437,0.45986608,0.32504773,0.40717486,0.40455836,0.42544252,0.5116464,0.46208942,0.56377596,0.5826715,0.4585951,0.5424979,0.61284286,0.44006053,0.5449767,0.4845233,0.4599548,0.49069172,0.45973554,0.24638093,0.4018575,0.36085498,0.40376496,0.3745366,0.5990934,0.52710235,0.555843,0.99999994,0.5467602,0.556283,0.4412169,0.5969126,0.5777117,0.49769092,0.51610637,0.44315964,0.30598933,0.44769418,0.4675308,0.2258299,0.23099697,0.30737364,0.422536,0.29371822,0.574332,0.53410137,0.5627514,0.44972432,0.23482685,0.37542355,0.2525392,0.35479087,0.17194444,0.24879865,0.3782266,0.6084708,0.4083045,0.3879788,0.40120766,0.42679033,0.32299417,0.3193563,0.35430744,0.5092418,0.39433357,0.5420796,0.38406077,0.27784008,0.444,0.37720504,0.5940721,0.4270404,0.47908258,0.37414935,0.35386145
SS65,0.37828445,0.33832106,0.40365958,0.31185794,0.36506882,0.41165534,0.1836375,0.38014945,0.5910894,0.54422617,0.4841955,0.45066833,0.42044044,0.27729404,0.2858501,0.28451988,0.24582061,0.30949402,0.22909462,0.3024534,0.29966,0.31273106,0.48074058,0.20507438,0.32779765,0.436814,0.5126579,0.49861696,0.32699537,0.39944726,0.35317189,0.31704402,0.4525724,0.47391054,0.43852186,0.48390603,0.361129,0.44973743,0.59056723,0.4155665,0.41206694,0.52002794,0.37765858,0.3611835,0.30953148,0.3955843,0.4064054,0.36017475,0.44495952,0.31246936,0.5399537,0.4228144,0.41812718,0.5467602,1.0000002,0.52886236,0.46965942,0.5560903,0.39822936,0.35807443,0.36085704,0.3385619,0.3662514,0.43110237,0.4245106,0.23967177,0.28212392,0.3271045,0.4124063,0.33608,0.34512427,0.4777244,0.4949546,0.3657804,0.36247197,0.31483793,0.33745772,0.36519104,0.1872143,0.20188399,0.4052622,0.48196375,0.37243927,0.40683916,0.34492224,0.25692642,0.32966912,0.4353592,0.37611848,0.40405682,0.3509389,0.34743312,0.33394969,0.23004502,0.34392607,0.30726606,0.39875913,0.4783075,0.3867435,0.295873,0.34956747
SS66,0.5441379,0.49876153,0.5024183,0.41583937,0.4942488,0.60956824,0.33639058,0.51689,0.748462,0.71097136,0.63480324,0.56417847,0.6082121,0.36984596,0.39064473,0.4044709,0.3888153,0.41863215,0.3069131,0.3862563,0.37315854,0.44928277,0.5148018,0.37820023,0.50475407,0.6617231,0.6363084,0.6679025,0.38318044,0.46278203,0.40476152,0.4943946,0.4696787,0.42011872,0.5284139,0.49798977,0.33597773,0.46759093,0.5682174,0.453096,0.46082437,0.58083445,0.44663018,0.53015685,0.44121596,0.35416624,0.49969554,0.47707886,0.4655736,0.47414416,0.6032678,0.39651358,0.5395638,0.556283,0.52886236,1.0000002,0.6290813,0.65656716,0.6755779,0.45023862,0.45593214,0.5031509,0.56404495,0.38552892,0.45725608,0.41746387,0.43579248,0.5035241,0.58965755,0.50889915,0.4562535,0.6735442,0.64652723,0.43268943,0.457839,0.35645795,0.4706776,0.4461109,0.38866806,0.45263577,0.5082868,0.57392174,0.4337775,0.52325577,0.48607415,0.51324135,0.51965487,0.42473364,0.54345334,0.39137277,0.44871968,0.5945505,0.43917972,0.44721505,0.3530237,0.40233767,0.58220184,0.47733295,0.62676805,0.49008217,0.517493
SS67,0.52441657,0.52273333,0.50316155,0.49299377,0.46976054,0.5845367,0.2888782,0.5233667,0.5861529,0.5552243,0.64824283,0.512619,0.4242306,0.31374156,0.39605892,0.42977622,0.16096845,0.3340134,0.28345314,0.34942585,0.33629644,0.28246057,0.6868073,0.3352193,0.4526236,0.39327592,0.40079242,0.5341648,0.2481784,0.3105915,0.27130988,0.26751602,0.33676624,0.322334,0.41844714,0.38626727,0.1795375,0.35383493,0.49673975,0.38978198,0.4386202,0.54707354,0.4363092,0.43913546,0.2533285,0.34577507,0.46806476,0.44060245,0.39331347,0.43171626,0.5965642,0.41095597,0.37316164,0.4412169,0.46965942,0.6290813,0.9999997,0.56963485,0.44352555,0.2957022,0.3955853,0.28691944,0.47337648,0.24098141,0.34739968,0.35555467,0.39035758,0.4520831,0.5918007,0.40278143,0.36145225,0.59917396,0.56117433,0.38303143,0.36964405,0.25951523,0.44495457,0.35238773,0.26051027,0.30079412,0.5591121,0.43227485,0.41082692,0.6514674,0.31992745,0.31169257,0.44657093,0.3158109,0.4922852,0.27409562,0.25044924,0.36345547,0.33701426,0.19888264,0.23593822,0.23511139,0.36106738,0.42692992,0.37052676,0.46455455,0.39962
SS68,0.45124745,0.4464175,0.47513756,0.4026848,0.43479535,0.61937517,0.20054954,0.390316,0.74326044,0.72377217,0.5314285,0.5036094,0.49424082,0.30123654,0.2855789,0.27034947,0.26950797,0.27513975,0.24590236,0.33284736,0.34648073,0.34511334,0.39963594,0.21362221,0.25642446,0.47923195,0.46831593,0.5564451,0.28614426,0.32989776,0.32652777,0.32766348,0.323897,0.36553597,0.39276958,0.37506056,0.26216832,0.36503726,0.51002574,0.2827343,0.39224023,0.4665041,0.35377288,0.3148238,0.28206208,0.36135373,0.43611738,0.3683402,0.48431936,0.36308375,0.6427586,0.43228385,0.48327282,0.5969126,0.5560903,0.65656716,0.56963485,0.9999999,0.49890164,0.34814483,0.3812749,0.34914914,0.39522287,0.27567753,0.32359567,0.31937787,0.3159399,0.3260871,0.5655079,0.34366086,0.39649698,0.6363521,0.62457824,0.3377962,0.25648692,0.25438237,0.25767878,0.37472212,0.18490338,0.32803443,0.4282331,0.48553893,0.37098396,0.36072654,0.31021273,0.34490234,0.29694736,0.31790856,0.38289672,0.2945854,0.33139184,0.4940116,0.33781683,0.2935346,0.26760545,0.27451876,0.46410343,0.32084453,0.4758812,0.38333443,0.3115836
SS69,0.44348967,0.28623855,0.4169191,0.32758212,0.40211636,0.40272772,0.42144233,0.46913493,0.58498913,0.5740677,0.4864855,0.5039356,0.7358119,0.30613562,0.2654144,0.30390424,0.5466638,0.30534878,0.2303066,0.312016,0.25942877,0.5712875,0.4095511,0.38910598,0.6224008,0.59909564,0.6501191,0.54331493,0.38596216,0.43008578,0.4225825,0.6230468,0.51477116,0.434414,0.5288001,0.5627715,0.46215096,0.530937,0.5597733,0.4383033,0.5506277,0.58409166,0.5102901,0.63649064,0.6120647,0.24395362,0.3845081,0.3788772,0.39365688,0.52561426,0.55249226,0.41990373,0.53781426,0.5777117,0.39822936,0.6755779,0.44352555,0.49890164,0.9999999,0.5151412,0.5716405,0.5725368,0.46218815,0.41596708,0.5271601,0.3293489,0.40209353,0.42868716,0.5247991,0.37955993,0.5934992,0.5703677,0.65111643,0.45366305,0.41401798,0.42176893,0.39003605,0.396366,0.33604616,0.31787062,0.38788986,0.63211673,0.39441893,0.46860313,0.55105567,0.4731313,0.40495762,0.45716804,0.45327517,0.4876188,0.50595164,0.75549436,0.51454955,0.61200625,0.45017445,0.4487238,0.8081901,0.48831758,0.68437576,0.49212372,0.44877553
P1,0.26291832,0.26421115,0.3480378,0.22205697,0.35693625,0.16122489,0.3574642,0.392488,0.36585504,0.33424202,0.3214633,0.2994385,0.49637324,0.29560453,0.1728797,0.21343625,0.45228398,0.28282234,0.2749338,0.38566566,0.2813244,0.40387404,0.3447074,0.24206133,0.4208324,0.40309927,0.38803834,0.30886263,0.34516472,0.37743914,0.4022424,0.4487524,0.8595857,0.7442863,0.8120477,0.7987491,0.78042626,0.7788176,0.63424325,0.6966247,0.5278868,0.44112492,0.48368523,0.5431826,0.82758236,0.25576803,0.43664536,0.4507525,0.38555485,0.4956819,0.5293059,0.28347862,0.4293833,0.49769092,0.35807443,0.45023862,0.2957022,0.34814483,0.5151412,0.9999999,0.56716084,0.57735103,0.4071285,0.6577595,0.8602407,0.42774504,0.36068735,0.53807855,0.44019687,0.48139572,0.42491704,0.46332926,0.53635734,0.6173516,0.42210758,0.63073605,0.4008582,0.55416006,0.5153173,0.28374046,0.4731035,0.60640323,0.52223915,0.35974684,0.6621899,0.4931878,0.5564388,0.46773285,0.51627594,0.9026014,0.4088155,0.53558934,0.5096569,0.4798815,0.8902363,0.413644,0.60504156,0.57371867,0.5474639,0.56251985,0.5224619
P2,0.23672917,0.3075579,0.29703102,0.2373445,0.3055799,0.20431063,0.24018732,0.32274652,0.36888403,0.3428361,0.4664355,0.35522544,0.5978495,0.23036695,0.25280002,0.25391862,0.39360255,0.25096956,0.12777388,0.24425526,0.20281258,0.34996724,0.47939417,0.352286,0.5309931,0.31165236,0.3576194,0.29211587,0.23440099,0.3051033,0.33518386,0.32772675,0.47050983,0.36866754,0.47637475,0.5153425,0.456847,0.47507983,0.5123144,0.45970863,0.5197007,0.45391423,0.42900118,0.54866904,0.42362082,0.16542184,0.2737771,0.33991924,0.4200874,0.30400932,0.5369077,0.37792364,0.4894064,0.51610637,0.36085704,0.45593214,0.3955853,0.3812749,0.5716405,0.56716084,1.0,0.4915092,0.41186094,0.41390035,0.5706371,0.24674337,0.29163584,0.4769416,0.36720106,0.3953995,0.6778944,0.5140902,0.68765485,0.42094862,0.33809382,0.3925735,0.36575982,0.49848196,0.3279817,0.33589524,0.36957353,0.64193654,0.6148762,0.57944447,0.55709565,0.5814305,0.49477243,0.49565214,0.4668351,0.5004686,0.33993182,0.61025465,0.4900675,0.40609506,0.45470572,0.33880514,0.80797625,0.53694946,0.575742,0.6586941,0.5605107
P3,0.36358595,0.22345206,0.34821498,0.30255246,0.3448061,0.231794,0.36926368,0.40689304,0.3762822,0.39278257,0.37707868,0.34059316,0.4921619,0.38569427,0.14253852,0.25591895,0.49503422,0.28000894,0.19798407,0.3202356,0.17603739,0.39851525,0.3709248,0.22905551,0.46292675,0.7619222,0.7291261,0.5560413,0.75439346,0.6500325,0.8002476,0.87080073,0.5489559,0.45410395,0.51785654,0.5432094,0.5146549,0.5872326,0.46467575,0.5193223,0.45509195,0.4900392,0.47903103,0.5393925,0.5108385,0.29232785,0.3355685,0.3763769,0.3527019,0.35335514,0.3860643,0.29617158,0.43275553,0.44315964,0.3385619,0.5031509,0.28691944,0.34914914,0.5725368,0.57735103,0.4915092,0.9999998,0.48266113,0.44633928,0.56169987,0.42355588,0.3945331,0.47143587,0.4627404,0.39187112,0.40894553,0.4725096,0.4904418,0.49905986,0.5174123,0.4867211,0.36013198,0.41109622,0.38537192,0.26686788,0.4275529,0.57684,0.46819296,0.40827885,0.5479239,0.43123108,0.45627216,0.51757616,0.4709877,0.55378914,0.8834461,0.5058016,0.44406462,0.5625674,0.53716564,0.87892205,0.61559635,0.54223216,0.5929694,0.44429556,0.47737387
P4,0.43525347,0.49963093,0.42012715,0.35586122,0.48847649,0.30349153,0.47165093,0.5251404,0.33507636,0.33101663,0.4385701,0.3634978,0.44377524,0.3581615,0.3450646,0.5613451,0.4818787,0.52551556,0.37841937,0.42888558,0.2906458,0.49271768,0.5200243,0.38662982,0.49096596,0.4039061,0.37804532,0.42535758,0.38150313,0.32720178,0.34360623,0.41386813,0.33388546,0.36087802,0.4261735,0.443639,0.29735512,0.40970704,0.38338107,0.40738484,0.33196664,0.4578635,0.35371685,0.42273068,0.38048604,0.3409359,0.4173707,0.5238663,0.3918311,0.44793525,0.48405892,0.2383963,0.4247815,0.30598933,0.3662514,0.56404495,0.47337648,0.39522287,0.46218815,0.4071285,0.41186094,0.48266113,1.0000001,0.43662533,0.43033916,0.540815,0.4961081,0.5994977,0.5177784,0.5080325,0.33561078,0.5096102,0.4799145,0.48825204,0.6428804,0.45083338,0.6414634,0.5257249,0.5977438,0.5056365,0.5377962,0.4716159,0.43679962,0.5376128,0.4856761,0.51837313,0.6312161,0.5335579,0.5924638,0.30757973,0.34929347,0.35210502,0.45795095,0.43956906,0.27910244,0.33950734,0.4204354,0.448013,0.54843783,0.57773936,0.6792221
P5,0.29920256,0.22242111,0.30955756,0.26588547,0.39158016,0.15201311,0.33163905,0.37410104,0.35400903,0.327262,0.2942375,0.34950864,0.470359,0.4085294,0.34044603,0.23475093,0.3758633,0.468244,0.35232335,0.4896937,0.35606545,0.30456644,0.4046003,0.37370586,0.43534374,0.35405135,0.405296,0.32442284,0.33176994,0.37678498,0.42755187,0.43448916,0.6382447,0.65992844,0.68975484,0.8078795,0.68123454,0.6279641,0.6001198,0.65143025,0.53247935,0.44284904,0.41118103,0.45364943,0.6202746,0.4082496,0.4875277,0.46625784,0.46251553,0.4538363,0.35239768,0.41504917,0.29914117,0.44769418,0.43110237,0.38552892,0.24098141,0.27567753,0.41596708,0.6577595,0.41390035,0.44633928,0.43662533,0.99999994,0.63107425,0.33935827,0.29936704,0.46145558,0.3450417,0.41312575,0.43538544,0.30579585,0.4433317,0.5153778,0.36556697,0.6131006,0.37152687,0.42615396,0.4153569,0.22961718,0.44337296,0.56297916,0.46266675,0.32068482,0.55794346,0.38789013,0.4871421,0.3771977,0.4209704,0.68726563,0.35180733,0.32746956,0.33177036,0.30697313,0.66164553,0.36343205,0.47828874,0.5998332,0.42511505,0.41173217,0.45612752
P6,0.3067427,0.2586122,0.37816066,0.33461037,0.39894795,0.19290367,0.34484598,0.41649076,0.4073072,0.35224736,0.34164396,0.36009216,0.5050492,0.35329387,0.17768997,0.21417776,0.471321,0.28538322,0.32931763,0.47306883,0.34977186,0.43414575,0.4330121,0.23552683,0.47103062,0.41070902,0.43275708,0.35727122,0.36769667,0.39448512,0.3909697,0.42646506,0.87841797,0.7258992,0.7845228,0.73134446,0.73757595,0.7598255,0.6426391,0.62860286,0.5084361,0.4694323,0.5352517,0.5079676,0.7412931,0.27237847,0.48222685,0.51030123,0.39496663,0.44161314,0.526489,0.35239312,0.44651985,0.4675308,0.4245106,0.45725608,0.34739968,0.32359567,0.5271601,0.8602407,0.5706371,0.56169987,0.43033916,0.63107425,1.0000001,0.5016279,0.40041518,0.550011,0.52863854,0.55228734,0.433047,0.5213936,0.5592806,0.6306267,0.4771974,0.65528333,0.44505277,0.5174364,0.46194,0.2519799,0.52152157,0.5637454,0.5360853,0.4416707,0.6568908,0.46158957,0.58689463,0.5674789,0.62875926,0.81053376,0.39382356,0.5572797,0.46777356,0.49996138,0.8063935,0.39964223,0.6196869,0.6030949,0.5443717,0.5630147,0.5186181
P7,0.45787024,0.24334544,0.42175445,0.33156306,0.39357907,0.24888358,0.44854105,0.5509146,0.28041425,0.29317474,0.32752073,0.15207085,0.29305333,0.39100778,0.18926257,0.30825275,0.37780958,0.24260062,0.28629833,0.3847454,0.2507254,0.33703166,0.35889804,0.16393358,0.30077735,0.3055188,0.289599,0.31237707,0.23271151,0.2555495,0.24259384,0.32917923,0.37295574,0.34182107,0.45956132,0.33867368,0.33163622,0.34901324,0.2879983,0.35829854,0.13209622,0.28962478,0.23619844,0.292891,0.34582084,0.3473841,0.54682136,0.7035732,0.3080447,0.46099377,0.37568346,0.12870689,0.26611477,0.2258299,0.23967177,0.41746387,0.35555467,0.31937787,0.3293489,0.42774504,0.24674337,0.42355588,0.540815,0.33935827,0.5016279,0.9999999,0.5617991,0.59984875,0.592598,0.5121943,0.17625783,0.45726517,0.38234013,0.37774158,0.5661112,0.54535407,0.477966,0.4898429,0.52439445,0.27172568,0.6309488,0.34873798,0.32196784,0.35265982,0.4561825,0.30857265,0.6774725,0.45856747,0.6529211,0.31919554,0.25281972,0.30394724,0.3813954,0.4017495,0.35435954,0.2684096,0.29237086,0.3513151,0.42723417,0.5147091,0.4638561
