,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS33,0.4289934,0.50672036,0.49089378,0.5878744,0.54441476,0.41665906,0.2715587,0.47733757,0.48676533,0.4445451,0.5361464,0.5086699,0.47472906,0.4675687,0.5430954,0.5288042,0.2543374,0.5041188,0.4090381,0.5371205,0.5139851,0.33335096,1.0,0.5383109,0.70371586,0.38410062,0.36151,0.44416136,0.36661708,0.4778458,0.3946461,0.32605433,0.39206734,0.42909402,0.48702398,0.46892184,0.3061386,0.435395,0.5491952,0.45847175,0.5178622,0.5218785,0.45302102,0.44954386,0.26328218,0.4820242,0.5899508,0.5136076,0.5173398,0.461644,0.5373279,0.4056056,0.46889353,0.4421728,0.48074058,0.5148018,0.6868073,0.39963594,0.4095511,0.3447074,0.47939417,0.3709248,0.5200243,0.4046003,0.4330121,0.35889804,0.32088238,0.47968677,0.5201113,0.5757025,0.5033147,0.5086783,0.5215023,0.40793502,0.3500431,0.3377597,0.4438057,0.4542031,0.24072106,0.33243063,0.60302085,0.49079672,0.55007124,0.732903,0.37782007,0.47997996,0.5188261,0.4993714,0.6408586,0.3284223,0.33746156,0.39913467,0.36905703,0.2395922,0.27923858,0.3435378,0.46791217,0.5051571,0.43916476,0.5286882,0.5106163
SS34,0.18501446,0.27805904,0.25755608,0.31380716,0.34052968,0.28098926,0.20308486,0.22744957,0.35475263,0.31344676,0.25704056,0.36304927,0.47921377,0.23376614,0.5482783,0.26410484,0.25813353,0.34943002,0.20850873,0.36884218,0.23686823,0.2942643,0.5383109,1.0000005,0.6042594,0.28438962,0.21523191,0.27189475,0.17358555,0.25881365,0.23197983,0.2789893,0.24998504,0.2492249,0.30044672,0.33696103,0.23280445,0.24557047,0.31341574,0.25401843,0.39744666,0.23516251,0.23549896,0.28642613,0.31646848,0.22430973,0.23442346,0.22571196,0.25689298,0.35004014,0.33711892,0.24870256,0.41611272,0.32501674,0.20507438,0.37820023,0.3352193,0.21362221,0.38910598,0.24206133,0.352286,0.22905551,0.38662982,0.37370586,0.23552683,0.16393358,0.15041122,0.24530536,0.26767087,0.26053268,0.6205557,0.3056572,0.26555908,0.23841074,0.20954153,0.20722573,0.28319576,0.3160788,0.21594591,0.4738105,0.29606262,0.30115616,0.37832835,0.44744074,0.32045013,0.4745452,0.31406477,0.2859575,0.27503866,0.20000961,0.16069253,0.3434242,0.26255345,0.18564047,0.18708448,0.18365598,0.41442686,0.23729351,0.31035766,0.29561752,0.42893112
SS35,0.32747614,0.32789183,0.34341162,0.39113927,0.46451014,0.28425616,0.40125886,0.4253733,0.39862216,0.35958585,0.36602443,0.4276648,0.6777077,0.38330618,0.43429825,0.42945698,0.5254103,0.38980946,0.26931134,0.41727784,0.33553964,0.61678696,0.70371586,0.6042594,1.0000001,0.49289852,0.4612053,0.3790941,0.32884783,0.4214106,0.35780513,0.49283838,0.42895076,0.4122033,0.46948302,0.49492005,0.36861292,0.41975388,0.49731836,0.44018364,0.47003293,0.39945865,0.34462872,0.4875252,0.4961241,0.27783513,0.34167552,0.42358425,0.3368447,0.468696,0.39341062,0.37563384,0.46159625,0.40330407,0.32779765,0.50475407,0.4526236,0.25642446,0.6224008,0.4208324,0.5309931,0.46292675,0.49096596,0.43534374,0.47103062,0.30077735,0.33701438,0.4562377,0.42063397,0.43462408,0.5632596,0.42585492,0.43696713,0.36481434,0.36739665,0.3495085,0.43715626,0.39989114,0.338274,0.33441693,0.44491717,0.44464743,0.49098128,0.72304565,0.50878835,0.49565735,0.49795163,0.463812,0.5084001,0.38071167,0.39623106,0.5867136,0.47555155,0.5316635,0.3466433,0.3857174,0.61919683,0.42610928,0.6156167,0.5049852,0.4979011
SS36,0.40956905,0.26388514,0.35186946,0.31173858,0.37422204,0.49910358,0.3186839,0.39904833,0.5713778,0.57514143,0.38279176,0.4327371,0.58650786,0.3465973,0.22383586,0.28137442,0.51693875,0.31833762,0.2406787,0.34523684,0.29446194,0.45886803,0.38410062,0.28438962,0.49289852,1.0000001,0.8914443,0.78851163,0.6964308,0.68254805,0.7271261,0.79772586,0.4452779,0.42247963,0.4349317,0.47496292,0.38510367,0.4732321,0.48764187,0.3995391,0.41995555,0.4908048,0.44240484,0.44688836,0.4198231,0.31510732,0.33413163,0.3534548,0.32193467,0.30200452,0.42486012,0.32104665,0.5149889,0.47056225,0.436814,0.6617231,0.39327592,0.47923195,0.59909564,0.40309927,0.31165236,0.7619222,0.4039061,0.35405135,0.41070902,0.3055188,0.35632548,0.34834173,0.48342398,0.34695214,0.3829304,0.52850264,0.43830037,0.38236257,0.41685864,0.32813492,0.29918218,0.28678778,0.29741937,0.26313642,0.35745445,0.48291558,0.3441556,0.39736527,0.43693003,0.40191343,0.35421976,0.41142762,0.40412965,0.38513494,0.81762874,0.60338676,0.37254763,0.58315104,0.3694433,0.76174664,0.54927325,0.4043874,0.6193414,0.2934879,0.34238693
SS37,0.42745095,0.22228399,0.34533775,0.29217416,0.3563602,0.4851863,0.34247047,0.4160944,0.5771346,0.5880458,0.44683155,0.4791084,0.5696615,0.34182635,0.15508494,0.21071436,0.49116266,0.2533026,0.1900935,0.2533239,0.21602544,0.4177336,0.36151,0.21523191,0.4612053,0.8914443,0.9999999,0.79991156,0.62332815,0.5935755,0.70552385,0.75410396,0.4476236,0.4262784,0.42621374,0.49927106,0.38121334,0.4674242,0.51321185,0.40226644,0.4721701,0.5990197,0.47913793,0.46794623,0.42832834,0.29757473,0.3336703,0.3264339,0.34258604,0.31747088,0.40743327,0.3932986,0.45770347,0.49876437,0.5126579,0.6363084,0.40079242,0.46831593,0.6501191,0.38803834,0.3576194,0.7291261,0.37804532,0.405296,0.43275708,0.289599,0.35755354,0.3210073,0.47798204,0.31968984,0.35959905,0.5358061,0.5044881,0.3826921,0.36659217,0.3342057,0.28936586,0.2577944,0.2754274,0.1891023,0.36639905,0.5176091,0.27637017,0.3887868,0.42114586,0.36465955,0.33428732,0.36343303,0.3731773,0.41093913,0.7495179,0.551515,0.32710096,0.5343156,0.38009885,0.70110154,0.5690684,0.47198007,0.58206356,0.30346152,0.29996744
SS38,0.48411998,0.36128664,0.42227104,0.41665888,0.37169313,0.65377885,0.31879613,0.39205706,0.6140245,0.61932254,0.44303268,0.45159584,0.46266076,0.3130672,0.2081529,0.3025023,0.3703488,0.30979237,0.25110373,0.36785275,0.3126849,0.3226042,0.44416136,0.27189475,0.3790941,0.78851163,0.79991156,0.99999976,0.51994103,0.54565614,0.5732745,0.58616006,0.34789276,0.34303525,0.35128444,0.41538468,0.28249204,0.38034883,0.45759606,0.30111074,0.4270203,0.5657889,0.39442232,0.3785905,0.30131838,0.32412362,0.36311334,0.3095773,0.33615848,0.30182445,0.4956078,0.33341697,0.5098571,0.45986608,0.49861696,0.6679025,0.5341648,0.5564451,0.54331493,0.30886263,0.29211587,0.5560413,0.42535758,0.32442284,0.35727122,0.31237707,0.38250163,0.34618554,0.56484026,0.33485436,0.3324511,0.6691588,0.5721772,0.34687275,0.3709078,0.2260328,0.3515784,0.2895488,0.23389345,0.2870953,0.41057426,0.47173417,0.32441172,0.47500923,0.31390947,0.39090267,0.30249977,0.37233695,0.40573633,0.2892139,0.5964218,0.5122262,0.33908275,0.37214306,0.24145779,0.5360017,0.44061413,0.37625435,0.48002037,0.28000444,0.36529398
SS39,0.34372,0.26995292,0.40432188,0.3118355,0.33441627,0.24787235,0.2811903,0.33196104,0.30956602,0.32077873,0.28492224,0.3113044,0.31744307,0.4688368,0.16271716,0.36856902,0.34854645,0.34392262,0.28747183,0.342144,0.19944626,0.30005598,0.36661708,0.17358555,0.32884783,0.6964308,0.62332815,0.51994103,1.0000001,0.6896475,0.75121474,0.7340533,0.41767764,0.40179783,0.41212806,0.4236866,0.36404312,0.61709607,0.3897629,0.43028942,0.34070596,0.39992994,0.47388598,0.36908805,0.3416021,0.4553969,0.35436183,0.2641986,0.38719046,0.27746534,0.25884387,0.26957893,0.28380004,0.32504773,0.32699537,0.38318044,0.2481784,0.28614426,0.38596216,0.34516472,0.23440099,0.75439346,0.38150313,0.33176994,0.36769667,0.23271151,0.2914523,0.28500262,0.33291087,0.30758476,0.251949,0.31362912,0.30976346,0.5537268,0.43939054,0.3415173,0.3235668,0.3522779,0.27226183,0.21893926,0.3167078,0.44986072,0.35846964,0.272983,0.31910798,0.31493953,0.27031308,0.3926277,0.34078792,0.4051417,0.7955161,0.30463174,0.29510227,0.3833685,0.3903215,0.82265496,0.37347814,0.42654997,0.4039426,0.25968692,0.34134027
SS40,0.4401146,0.2827227,0.34388533,0.4464872,0.42582875,0.37705228,0.2545973,0.36770338,0.4186796,0.41421652,0.31714642,0.3898397,0.48105472,0.5028377,0.31069046,0.35235497,0.43584082,0.37789577,0.33111155,0.44203812,0.35071945,0.38562626,0.4778458,0.25881365,0.4214106,0.68254805,0.5935755,0.54565614,0.6896475,0.9999998,0.7070928,0.7056986,0.47477686,0.5113202,0.5088886,0.5210792,0.42166823,0.5686178,0.5220033,0.47609717,0.3996529,0.44118097,0.4730063,0.47089237,0.38511044,0.46470007,0.4282923,0.32560512,0.4455549,0.35440695,0.37978786,0.2328763,0.43360755,0.40717486,0.39944726,0.46278203,0.3105915,0.32989776,0.43008578,0.37743914,0.3051033,0.6500325,0.32720178,0.37678498,0.39448512,0.2555495,0.2824151,0.3240017,0.36952165,0.33600914,0.35072374,0.36390054,0.31969532,0.39347112,0.3738353,0.42941067,0.16344066,0.31252706,0.27369416,0.1794833,0.4059545,0.5001873,0.42231172,0.27205184,0.35834846,0.37100413,0.32131293,0.40862828,0.40740803,0.41399828,0.6932975,0.42395335,0.2976871,0.375617,0.4047407,0.7146226,0.42461827,0.4131195,0.47856528,0.2945447,0.31186673
SS41,0.39071804,0.21907243,0.28680018,0.41883925,0.32034695,0.2792798,0.20316848,0.28405797,0.35560954,0.37342346,0.32883993,0.38813376,0.39211246,0.4377078,0.18776166,0.2581251,0.36943614,0.3435476,0.27383456,0.3514167,0.2707697,0.24000272,0.3946461,0.23197983,0.35780513,0.7271261,0.70552385,0.5732745,0.75121474,0.7070928,0.9999999,0.8250284,0.4608665,0.45124996,0.447917,0.50964946,0.47817096,0.5035509,0.48967516,0.4600889,0.4649665,0.46095204,0.49548647,0.46484637,0.38563263,0.399329,0.33333084,0.28540266,0.36089927,0.28995234,0.3059712,0.31437454,0.3507561,0.40455836,0.35317189,0.40476152,0.27130988,0.32652777,0.4225825,0.4022424,0.33518386,0.8002476,0.34360623,0.42755187,0.3909697,0.24259384,0.23112789,0.3276997,0.35190973,0.2863391,0.33563435,0.35540643,0.34887475,0.34256417,0.31867668,0.35259095,0.20282708,0.27293196,0.27519676,0.17998682,0.3359392,0.4977087,0.42981422,0.3165431,0.3647005,0.3315099,0.26677632,0.3019997,0.35253885,0.43265256,0.85572267,0.358907,0.2971929,0.34361362,0.4352766,0.87336874,0.44702935,0.42443618,0.40212545,0.25820965,0.33846617
SS42,0.4078951,0.17797497,0.28135723,0.31149918,0.35436487,0.3132954,0.40477672,0.39056188,0.4008487,0.42432475,0.3115818,0.37953398,0.5513648,0.3832206,0.16994749,0.22304638,0.5579145,0.32746765,0.23391807,0.35438916,0.22848411,0.48549336,0.32605433,0.2789893,0.49283838,0.79772586,0.75410396,0.58616006,0.7340533,0.7056986,0.8250284,1.0,0.49115014,0.45732707,0.48399705,0.53358823,0.4590169,0.5331252,0.47155938,0.46638995,0.40836695,0.43814155,0.42024916,0.49623668,0.57139194,0.30875894,0.28322527,0.282802,0.26350355,0.41349757,0.3447687,0.2932766,0.419972,0.42544252,0.31704402,0.4943946,0.26751602,0.32766348,0.6230468,0.4487524,0.32772675,0.87080073,0.41386813,0.43448916,0.42646506,0.32917923,0.33560464,0.36968076,0.42187083,0.29321837,0.37274724,0.3962385,0.3675598,0.40492445,0.44094133,0.44625732,0.29285356,0.27988547,0.37152848,0.22033058,0.35401946,0.4859479,0.37113506,0.30928865,0.45642945,0.3484354,0.31015083,0.3779597,0.36786672,0.47399092,0.8868177,0.49158973,0.37675405,0.53247935,0.46738034,0.8753895,0.5212733,0.41100663,0.5541418,0.27439496,0.35284406
SS43,0.31444782,0.2740029,0.36632583,0.31261802,0.3883939,0.2043341,0.29818943,0.37532115,0.44931915,0.40008554,0.36932522,0.43013784,0.49068916,0.35339928,0.2765063,0.2658699,0.4146958,0.3376153,0.33774447,0.44821295,0.3156873,0.3793947,0.39206734,0.24998504,0.42895076,0.4452779,0.4476236,0.34789276,0.41767764,0.47477686,0.4608665,0.49115014,0.99999994,0.81615394,0.8988496,0.8423164,0.81828636,0.8635855,0.7311622,0.7295615,0.5682406,0.51633716,0.58022916,0.5794617,0.81305987,0.31167752,0.47159684,0.46527988,0.40880924,0.48355252,0.5320871,0.3433649,0.4270965,0.5116464,0.4525724,0.4696787,0.33676624,0.323897,0.51477116,0.8595857,0.47050983,0.5489559,0.33388546,0.6382447,0.87841797,0.37295574,0.28919682,0.4813853,0.39439714,0.46435368,0.38588992,0.39535484,0.450204,0.6526657,0.411323,0.6886029,0.3513678,0.47726333,0.42053545,0.22461675,0.4607423,0.54861593,0.51038826,0.32457593,0.61671853,0.42494872,0.5003795,0.43195093,0.51761395,0.89854705,0.42263108,0.5023737,0.41600186,0.39976984,0.8967374,0.4348682,0.5525916,0.5930394,0.46759826,0.45183492,0.45007983
SS44,0.35609382,0.28696722,0.40193173,0.3875659,0.44789606,0.23426604,0.31265792,0.42350048,0.4211247,0.4161588,0.37463567,0.4325845,0.46054804,0.40970966,0.3088432,0.35145456,0.3510346,0.39041665,0.46373096,0.576692,0.4346417,0.36401582,0.42909402,0.2492249,0.4122033,0.42247963,0.4262784,0.34303525,0.40179783,0.5113202,0.45124996,0.45732707,0.81615394,0.9999999,0.8442485,0.82705504,0.72512585,0.80206114,0.7536762,0.703127,0.5860392,0.49895188,0.5831596,0.5305248,0.6987018,0.4252342,0.5242362,0.42942268,0.41043738,0.4925589,0.507717,0.34711966,0.40303245,0.46208942,0.47391054,0.42011872,0.322334,0.36553597,0.434414,0.7442863,0.36866754,0.45410395,0.36087802,0.65992844,0.7258992,0.34182107,0.33133066,0.5022217,0.48683816,0.43078652,0.3343944,0.3981067,0.41231576,0.5901036,0.37101632,0.6837663,0.35645035,0.3971954,0.46756583,0.1792762,0.45674288,0.5334956,0.4829853,0.30345166,0.55882376,0.38367146,0.4644134,0.4252417,0.48692518,0.79773283,0.3908831,0.40101576,0.31837985,0.33022907,0.8006247,0.41254544,0.46161056,0.56613946,0.42275518,0.39299566,0.34569505
SS45,0.38649544,0.35536247,0.42489615,0.3732154,0.48877603,0.27093682,0.35143027,0.47360113,0.47919905,0.45140862,0.43583792,0.47743762,0.51644856,0.43753654,0.38986623,0.37019545,0.40068558,0.41018543,0.4691373,0.5117271,0.35478213,0.39177874,0.48702398,0.30044672,0.46948302,0.4349317,0.42621374,0.35128444,0.41212806,0.5088886,0.447917,0.48399705,0.8988496,0.8442485,0.9999999,0.88289,0.8143405,0.879128,0.78038,0.76991904,0.6017525,0.54039174,0.61219776,0.6302757,0.77690995,0.40717506,0.60583097,0.5595012,0.46043074,0.5570045,0.5553566,0.38465703,0.45648,0.56377596,0.43852186,0.5284139,0.41844714,0.39276958,0.5288001,0.8120477,0.47637475,0.51785654,0.4261735,0.68975484,0.7845228,0.45956132,0.33429348,0.5327419,0.4447722,0.50833726,0.38477495,0.41427416,0.47946617,0.6867827,0.45738524,0.78358006,0.42129153,0.48062104,0.5006354,0.22730353,0.528994,0.61553925,0.5129864,0.35692325,0.613326,0.43164805,0.5810069,0.42545202,0.56468296,0.85509896,0.40039438,0.49104446,0.41703355,0.36990315,0.859676,0.4227061,0.5513751,0.61834073,0.49450523,0.5063797,0.46411988
SS46,0.39698055,0.35045192,0.4286074,0.3726743,0.44591555,0.27165794,0.36880594,0.43471625,0.4540189,0.43936902,0.41634163,0.4891953,0.5649081,0.394932,0.35728276,0.34565324,0.43135887,0.4173976,0.36471412,0.49490052,0.3594371,0.355999,0.46892184,0.33696103,0.49492005,0.47496292,0.49927106,0.41538468,0.4236866,0.5210792,0.50964946,0.53358823,0.8423164,0.82705504,0.88289,1.0,0.7909747,0.83795834,0.8014784,0.75947523,0.6821956,0.59460557,0.6106922,0.63400316,0.77481794,0.41343775,0.5094138,0.4979605,0.4923615,0.50791866,0.5530096,0.4174674,0.4410261,0.5826715,0.48390603,0.49798977,0.38626727,0.37506056,0.5627715,0.7987491,0.5153425,0.5432094,0.443639,0.8078795,0.73134446,0.33867368,0.32700187,0.50056416,0.42763114,0.3956982,0.47202554,0.42647874,0.5482757,0.6106577,0.4134788,0.7095304,0.4040312,0.45650512,0.44910797,0.23894255,0.44635963,0.6721376,0.55211705,0.37630498,0.6365316,0.44156975,0.51454115,0.4348824,0.46943218,0.8464432,0.4433713,0.49751687,0.4357283,0.36488968,0.8255965,0.44898093,0.59608066,0.6486821,0.48668283,0.45867002,0.46923465
SS47,0.208401,0.1563994,0.2717847,0.21825245,0.35228777,0.09197439,0.27828187,0.32720196,0.34234947,0.3096399,0.26434764,0.33038208,0.44694757,0.3171237,0.19947068,0.26914388,0.39630926,0.33003414,0.33059502,0.39448214,0.23713686,0.29514247,0.3061386,0.23280445,0.36861292,0.38510367,0.38121334,0.28249204,0.36404312,0.42166823,0.47817096,0.4590169,0.81828636,0.72512585,0.8143405,0.7909747,0.9999999,0.76745915,0.6729137,0.65173095,0.6003312,0.4332079,0.5259576,0.57122743,0.72562337,0.29906976,0.43060172,0.4139598,0.42807785,0.4290589,0.4330456,0.3226223,0.3672889,0.4585951,0.361129,0.33597773,0.1795375,0.26216832,0.46215096,0.78042626,0.456847,0.5146549,0.29735512,0.68123454,0.73757595,0.33163622,0.26056898,0.46369308,0.30548987,0.38516787,0.3581606,0.2984984,0.43060666,0.5467919,0.38089702,0.6434508,0.27738157,0.4220986,0.42956105,0.15657942,0.37926257,0.5547132,0.44556093,0.2573516,0.5702402,0.41398662,0.45861477,0.39370704,0.42067403,0.83286136,0.42490625,0.4630565,0.355094,0.37316343,0.84782195,0.4188856,0.5419729,0.54983413,0.4210526,0.4098049,0.38899195
SS48,0.39406574,0.3795728,0.49114636,0.3690509,0.4643385,0.24157317,0.354815,0.45668438,0.43415183,0.4052266,0.37571222,0.4489352,0.47406638,0.48598742,0.29315078,0.40662056,0.4105135,0.41430175,0.44037223,0.48283002,0.30809152,0.38679734,0.435395,0.24557047,0.41975388,0.4732321,0.4674242,0.38034883,0.61709607,0.5686178,0.5035509,0.5331252,0.8635855,0.80206114,0.879128,0.83795834,0.76745915,1.0,0.75487804,0.7267144,0.5991168,0.5392272,0.65274155,0.59712446,0.74782735,0.45592287,0.55547154,0.44664386,0.5138407,0.49203008,0.51809824,0.358732,0.41452166,0.5424979,0.44973743,0.46759093,0.35383493,0.36503726,0.530937,0.7788176,0.47507983,0.5872326,0.40970704,0.6279641,0.7598255,0.34901324,0.33938664,0.47318575,0.4127927,0.44741085,0.37337127,0.39348328,0.49616918,0.8060046,0.48756787,0.70016676,0.4065115,0.5276891,0.46381482,0.27114165,0.48421842,0.6259515,0.51939946,0.3082273,0.6174588,0.46916667,0.48899585,0.46560806,0.49946457,0.85313225,0.47768763,0.47655547,0.41176876,0.3933547,0.837689,0.5176249,0.5531617,0.6384773,0.49313322,0.4888043,0.45896423
SS49,0.41063282,0.4221721,0.49090043,0.43943954,0.46426296,0.37215948,0.2480335,0.44934425,0.61026156,0.5592632,0.47635388,0.6109777,0.5454638,0.4051625,0.39508384,0.39303184,0.35361558,0.42391023,0.37241822,0.4821142,0.41745028,0.37194753,0.5491952,0.31341574,0.49731836,0.48764187,0.51321185,0.45759606,0.3897629,0.5220033,0.48967516,0.47155938,0.7311622,0.7536762,0.78038,0.8014784,0.6729137,0.75487804,0.9999999,0.63366884,0.69650686,0.6297097,0.6041292,0.58471274,0.61814797,0.4239063,0.54881024,0.45386785,0.5468788,0.4763173,0.6025781,0.4957115,0.48667666,0.61284286,0.59056723,0.5682174,0.49673975,0.51002574,0.5597733,0.63424325,0.5123144,0.46467575,0.38338107,0.6001198,0.6426391,0.2879983,0.274709,0.46022943,0.4652368,0.4240149,0.48018906,0.46209103,0.5631336,0.5911363,0.39679384,0.5927002,0.36824572,0.4159841,0.38502356,0.21911381,0.46296763,0.6591648,0.5996842,0.42183393,0.5751065,0.38944864,0.42346781,0.4011874,0.49311662,0.7055649,0.394436,0.48729092,0.35088396,0.31035936,0.6709728,0.40971592,0.5981654,0.5999724,0.47573638,0.45681575,0.411729
SS50,0.3696499,0.3887824,0.45032135,0.3303085,0.47729546,0.20183982,0.39595813,0.46493018,0.3299983,0.3097916,0.44961956,0.36492535,0.42002302,0.35383767,0.32958648,0.360994,0.32880148,0.40913478,0.3981117,0.49465567,0.30549812,0.3146298,0.45847175,0.25401843,0.44018364,0.3995391,0.40226644,0.30111074,0.43028942,0.47609717,0.4600889,0.46638995,0.7295615,0.703127,0.76991904,0.75947523,0.65173095,0.7267144,0.63366884,1.0000001,0.548549,0.47232223,0.56099963,0.61569285,0.67241174,0.32390416,0.4870958,0.47542694,0.46794814,0.4941107,0.42259145,0.3188293,0.2801111,0.44006053,0.4155665,0.453096,0.38978198,0.2827343,0.4383033,0.6966247,0.45970863,0.5193223,0.40738484,0.65143025,0.62860286,0.35829854,0.39279428,0.5638691,0.3945608,0.47929555,0.3267762,0.36271688,0.42876762,0.58133465,0.42296827,0.63695484,0.41718853,0.45905876,0.4364702,0.23564789,0.5164809,0.48608685,0.45607603,0.37929612,0.53210014,0.43372816,0.6064005,0.42849016,0.4997502,0.73648274,0.43334216,0.31469634,0.32552677,0.34449705,0.7350023,0.45459253,0.443538,0.7642585,0.449822,0.5108827,0.4359103
SS51,0.34767902,0.3258835,0.40377957,0.41510987,0.40610453,0.25366065,0.23304582,0.3318392,0.48942065,0.467268,0.46770233,0.5366621,0.5200679,0.29838136,0.2876689,0.3048683,0.24609429,0.3201712,0.24822919,0.36402255,0.27863187,0.220037,0.5178622,0.39744666,0.47003293,0.41995555,0.4721701,0.4270203,0.34070596,0.3996529,0.4649665,0.40836695,0.5682406,0.5860392,0.6017525,0.6821956,0.6003312,0.5991168,0.69650686,0.548549,1.0000002,0.6745445,0.6430762,0.64873284,0.48494753,0.33289582,0.32293358,0.23677394,0.44180104,0.34730202,0.46483138,0.3911666,0.36735442,0.5449767,0.41206694,0.46082437,0.4386202,0.39224023,0.5506277,0.5278868,0.5197007,0.45509195,0.33196664,0.53247935,0.5084361,0.13209622,0.27974653,0.39358345,0.3906182,0.28670233,0.5154769,0.40929168,0.5897012,0.45956904,0.30814743,0.47245723,0.2712496,0.3059995,0.30591932,0.20783365,0.30723786,0.6593417,0.43990433,0.4336612,0.5222525,0.39783704,0.3023974,0.42332238,0.3632003,0.5836879,0.42454976,0.43953973,0.2375214,0.30572036,0.53689104,0.4014033,0.6388351,0.6788206,0.43576574,0.32717398,0.32607314
SS52,0.4538264,0.37390542,0.46188658,0.37094104,0.39347914,0.3653902,0.27936712,0.421043,0.5069112,0.50823075,0.5794918,0.5352367,0.4359615,0.3448454,0.25162435,0.32783756,0.24812515,0.34628016,0.3076929,0.34171355,0.30153078,0.29034522,0.5218785,0.23516251,0.39945865,0.4908048,0.5990197,0.5657889,0.39992994,0.44118097,0.46095204,0.43814155,0.51633716,0.49895188,0.54039174,0.59460557,0.4332079,0.5392272,0.6297097,0.47232223,0.6745445,0.9999998,0.6476286,0.5452709,0.39980492,0.36703083,0.45831388,0.37215438,0.5027602,0.4490837,0.49606267,0.37990326,0.3555146,0.4845233,0.52002794,0.58083445,0.54707354,0.4665041,0.58409166,0.44112492,0.45391423,0.4900392,0.4578635,0.44284904,0.4694323,0.28962478,0.33582827,0.3602745,0.44093025,0.32806736,0.33408096,0.4771907,0.62850153,0.45536736,0.40704513,0.36497188,0.3282736,0.35577652,0.2549495,0.13856626,0.39496347,0.67627835,0.3461498,0.44277924,0.40378565,0.27366257,0.37469006,0.41142377,0.4386428,0.50276846,0.44114798,0.36542273,0.2733722,0.27723584,0.4157536,0.4005312,0.5161113,0.6609522,0.3989967,0.37661752,0.29571876
SS53,0.37846792,0.38927987,0.42916483,0.41160172,0.37520552,0.25832298,0.19673452,0.40002024,0.42644393,0.40197214,0.4682312,0.5298139,0.40424025,0.3453667,0.2402172,0.3317875,0.23980886,0.31816387,0.39008862,0.39630347,0.28082174,0.23064193,0.45302102,0.23549896,0.34462872,0.44240484,0.47913793,0.39442232,0.47388598,0.4730063,0.49548647,0.42024916,0.58022916,0.5831596,0.61219776,0.6106922,0.5259576,0.65274155,0.6041292,0.56099963,0.6430762,0.6476286,0.99999976,0.6434885,0.44775632,0.31559798,0.4656037,0.36320105,0.4141131,0.36231762,0.3651361,0.40531793,0.3109612,0.4599548,0.37765858,0.44663018,0.4363092,0.35377288,0.5102901,0.48368523,0.42900118,0.47903103,0.35371685,0.41118103,0.5352517,0.23619844,0.26089245,0.38993853,0.4329508,0.32398975,0.32571882,0.43492568,0.54987276,0.46373597,0.39130387,0.47459555,0.30641338,0.2961273,0.2950923,0.13312632,0.4193681,0.6051767,0.3832048,0.36104244,0.4466527,0.32790416,0.38812137,0.40784806,0.4488228,0.5469552,0.448438,0.35520604,0.23186043,0.26483524,0.5219365,0.43233305,0.5294061,0.6451587,0.34651774,0.32024765,0.30198228
SS54,0.4104603,0.35213977,0.35936502,0.35609397,0.42228472,0.24799728,0.35516194,0.41038305,0.4150992,0.37971765,0.5306949,0.49203956,0.50252175,0.35728633,0.3766526,0.41466936,0.3917225,0.4529508,0.3135938,0.37528682,0.3011389,0.36520296,0.44954386,0.28642613,0.4875252,0.44688836,0.46794623,0.3785905,0.36908805,0.47089237,0.46484637,0.49623668,0.5794617,0.5305248,0.6302757,0.63400316,0.57122743,0.59712446,0.58471274,0.61569285,0.64873284,0.5452709,0.6434885,1.0000001,0.54019946,0.29610956,0.41773918,0.39929175,0.4134917,0.47240904,0.4976594,0.31703803,0.36294153,0.49069172,0.3611835,0.53015685,0.43913546,0.3148238,0.63649064,0.5431826,0.54866904,0.5393925,0.42273068,0.45364943,0.5079676,0.292891,0.3334038,0.6267867,0.3853795,0.452713,0.42659637,0.42053714,0.5340803,0.4891369,0.45004207,0.54799056,0.3808757,0.37789965,0.42620018,0.21663119,0.43601596,0.56734765,0.49248058,0.4229741,0.5912646,0.44923618,0.5059451,0.41174573,0.5102315,0.5417773,0.43097013,0.54088503,0.40101945,0.40317047,0.51997936,0.41785032,0.6359005,0.5934643,0.5337608,0.4659523,0.48649192
