,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS32,0.3967442,0.1742668,0.19647177,0.22216733,0.3659246,0.2032747,0.3677464,0.36320296,0.15091828,0.13717121,0.14031239,0.17259319,0.3863031,0.3077557,0.2946885,0.424568,0.59532565,0.3965815,0.42504475,0.5196744,0.4535569,1.0000001,0.39871722,0.4176916,0.519679,0.35200197,0.35338652,0.3759951,0.33669487,0.272401,0.2606589,0.38910502,0.31546608,0.41093847,0.3324219,0.31908765,0.28800726,0.42352733,0.2985652,0.35564268,0.300703,0.21252055,0.23197931,0.21024857,0.47880942,0.13396612,0.4284668,0.31294078,0.28001294,0.4624901,0.1520803,0.2000744,0.28790268,0.0879693,0.112233244,0.24516079,0.08794786,0.10443963,0.41259417,0.3168537,0.36837316,0.45350337,0.45025483,0.3657649,0.41126058,0.2802027,0.3742336,0.43586522,0.32637388,0.3347546,0.2696278,0.32934368,0.34804225,0.44884208,0.35600778,0.4038407,0.3239295,0.24343595,0.45003277,0.26218325,0.40929237,0.27041656,0.42636472,0.35274765,0.50013375,0.40228385,0.4002594,0.5019717,0.42715028,0.39097676,0.36886507,0.39193776,0.5291481,0.66116893,0.3798285,0.25915724,0.37561354,0.2596264,0.6516011,0.31104192,0.4399383
SS33,0.41228512,0.43468702,0.3716475,0.53805786,0.4858577,0.41918412,0.33278495,0.33967248,0.35239395,0.3198157,0.30257618,0.4517984,0.38733768,0.3524872,0.49898875,0.4393777,0.5214498,0.46509928,0.37266266,0.5216835,0.5433362,0.39871722,1.0,0.6142754,0.65317655,0.25752127,0.31807625,0.3890155,0.22825271,0.2252572,0.2537207,0.30547675,0.31231,0.26211727,0.18153809,0.24132407,0.18214197,0.2735797,0.37080976,0.30373642,0.34066725,0.27476078,0.25473827,0.34611228,0.35520357,0.25413993,0.5485221,0.39486116,0.40319842,0.3632384,0.34289998,0.34492666,0.28135693,0.11613923,0.21149777,0.34550896,0.31796837,0.107983574,0.5157367,0.21156079,0.49541643,0.41159528,0.47979194,0.2725317,0.3762234,0.36125773,0.3892326,0.5959494,0.5216798,0.66671145,0.43916535,0.5616329,0.486697,0.3407494,0.37753183,0.28474462,0.39746407,0.3471962,0.37963688,0.517498,0.49275893,0.30992606,0.64354926,0.6429522,0.42759997,0.48945343,0.47807217,0.60445493,0.67157805,0.32074443,0.27935672,0.4829454,0.58540595,0.45185012,0.28444332,0.25529537,0.46254408,0.35323176,0.54172856,0.45399576,0.5204889
SS34,0.31803927,0.26621717,0.23110925,0.37662894,0.42340192,0.2889121,0.4054836,0.26334557,0.2609213,0.21865502,0.21916357,0.37312555,0.27902296,0.2810851,0.48638004,0.29995167,0.43094945,0.33603325,0.27125907,0.331437,0.30249584,0.4176916,0.6142754,1.0,0.6895292,0.11697865,0.20523445,0.23125671,0.131226,0.10388318,0.12597111,0.2499476,0.19563942,0.20330694,0.19513781,0.23498383,0.16349982,0.18469183,0.24972905,0.20961274,0.28521335,0.15832971,0.18950129,0.25666425,0.3881668,0.1331618,0.39279315,0.27083385,0.22527905,0.41056496,0.190735,0.26694906,0.23225518,0.14313121,0.10849565,0.22476044,0.23052108,0.08865568,0.40198445,0.21064202,0.37572,0.27669042,0.3103688,0.28446808,0.25079367,0.2455548,0.27980727,0.35041642,0.33338523,0.32408085,0.39698598,0.32116017,0.31116325,0.2112028,0.26150945,0.29739073,0.25638953,0.21259166,0.2809103,0.3491795,0.27349305,0.21381733,0.42144182,0.50386673,0.37968183,0.34219497,0.38675094,0.39293545,0.32109886,0.2253101,0.16013837,0.36763486,0.40414453,0.30203015,0.19805644,0.11709609,0.3500858,0.18630989,0.3879781,0.323381,0.39509758
SS35,0.3271472,0.3013899,0.21003954,0.44824997,0.3567252,0.26967078,0.32009196,0.18309951,0.26725826,0.26075852,0.26327682,0.36331952,0.3182236,0.33013096,0.42171207,0.36685205,0.4932156,0.33977836,0.2853699,0.29897562,0.22320768,0.519679,0.65317655,0.6895292,0.99999994,0.38062826,0.35331473,0.33997598,0.2438913,0.22497804,0.30103362,0.3859064,0.3010828,0.23457912,0.27329805,0.30814362,0.25500345,0.29773024,0.3148818,0.32579988,0.33330536,0.19771586,0.15127003,0.22552566,0.44363686,0.18556859,0.37283808,0.2781781,0.23849149,0.42977393,0.260925,0.24890822,0.30566385,0.115253694,0.14833331,0.29849347,0.3286806,0.07617761,0.38195127,0.2855051,0.37716618,0.41664585,0.36659962,0.27295578,0.28148746,0.20244914,0.24351336,0.35170949,0.3681289,0.306313,0.36980227,0.3518013,0.2917863,0.28000325,0.2632302,0.25447994,0.25110814,0.20358557,0.278133,0.3612355,0.3254599,0.24257559,0.4791311,0.61481565,0.3984533,0.37369895,0.4232731,0.42136866,0.3234653,0.31035516,0.37386334,0.45397413,0.52252054,0.4413874,0.294665,0.24212171,0.39105782,0.18637463,0.49113747,0.36341012,0.42450744
SS36,0.22522841,0.16117367,0.10130594,0.13654763,0.119960904,0.24373075,0.07642761,0.09731275,0.2105865,0.19032657,0.17686951,0.14516038,0.31740984,0.11429346,0.11839558,0.19844432,0.3071217,0.13722599,0.100327834,0.16283807,0.13659279,0.35200197,0.25752127,0.11697865,0.38062826,1.0000002,0.8003514,0.7365542,0.5856559,0.57985926,0.64253426,0.7315849,0.47603837,0.31983587,0.30189872,0.3376267,0.35079575,0.43793315,0.48967493,0.43366796,0.46650046,0.4148279,0.29783297,0.19526637,0.4491537,0.16390106,0.2658068,0.21012276,0.2749146,0.29813364,0.20726752,0.14375457,0.28789482,0.117316924,0.20521641,0.31438214,0.23092471,0.25874585,0.31346864,0.36586624,0.22731341,0.6991181,0.2571888,0.2407211,0.3737002,0.14444938,0.1410147,0.14006491,0.1651808,0.079624325,0.21920145,0.18462223,0.2298468,0.2577986,0.18836571,0.18608165,0.108149275,0.11044659,0.16412692,0.120591775,0.17962793,0.2722545,0.3162027,0.24166813,0.31382546,0.25068554,0.17546737,0.28562164,0.17745456,0.43152347,0.852451,0.4086301,0.33608133,0.4258623,0.3700329,0.672161,0.32450607,0.26358497,0.42593664,0.11485292,0.23242518
SS37,0.31820887,0.21190764,0.20621243,0.16708034,0.20748544,0.38250342,0.12802051,0.16238672,0.35152584,0.31848073,0.22612908,0.2826204,0.37072214,0.14046082,0.18334319,0.19571894,0.32861328,0.1633815,0.119945,0.19232433,0.1961692,0.35338652,0.31807625,0.20523445,0.35331473,0.8003514,0.9999998,0.81298083,0.47785807,0.4439692,0.5322228,0.60614514,0.47815752,0.3412704,0.28326792,0.34398904,0.31491837,0.41230613,0.52374923,0.4255933,0.4865855,0.48903197,0.36417323,0.24031293,0.4751281,0.14298153,0.30646327,0.2573638,0.34525153,0.34458995,0.30313256,0.26969877,0.3434766,0.19297752,0.34087217,0.38994333,0.26821914,0.29824966,0.39298117,0.3186526,0.27382332,0.6045291,0.32693946,0.2888931,0.41393575,0.2432887,0.19959423,0.18584259,0.2180351,0.15235732,0.20215538,0.29852328,0.31034905,0.30585784,0.18257642,0.25144452,0.19852342,0.18726252,0.22743537,0.18626428,0.22218508,0.32934895,0.29269716,0.2866229,0.32722843,0.32303306,0.1928973,0.35854805,0.22623289,0.44047737,0.68629056,0.46655142,0.37505144,0.42947865,0.3597868,0.5105261,0.39861974,0.35378027,0.4262042,0.15749261,0.28417093
SS38,0.3582763,0.3226728,0.21486196,0.27543494,0.2630624,0.45645678,0.19618568,0.19230193,0.39417654,0.3390762,0.27687025,0.33447462,0.35954642,0.12828894,0.20662333,0.25982928,0.37234464,0.19083226,0.14300126,0.28921562,0.29864305,0.3759951,0.3890155,0.23125671,0.33997598,0.7365542,0.81298083,0.9999999,0.43323264,0.41262537,0.4748501,0.56165916,0.46664816,0.34641284,0.24619685,0.29201156,0.27680615,0.33712268,0.4645482,0.42880425,0.46249253,0.47503543,0.33360416,0.2426709,0.41175655,0.07515659,0.2674309,0.2482879,0.29151136,0.30366707,0.3331566,0.30817002,0.3768826,0.12367179,0.38050318,0.4689628,0.34872255,0.30329275,0.4331165,0.2638362,0.35009155,0.5849966,0.39232045,0.25728264,0.43090168,0.25838062,0.28259766,0.23918489,0.33391288,0.2208398,0.23641878,0.43199435,0.3785619,0.30026907,0.2512351,0.2807148,0.34166628,0.20863701,0.24366462,0.2799592,0.3108984,0.29000068,0.35375512,0.37739423,0.33144087,0.38409403,0.23303212,0.39517593,0.32582644,0.37339118,0.62519425,0.5057375,0.38937837,0.4222834,0.3088198,0.48144102,0.4296233,0.36002362,0.42922145,0.15256605,0.3364716
SS39,0.2658302,0.18002272,0.19757888,0.11898094,0.1578436,0.08291172,0.20933872,0.17364842,0.04925249,0.06238888,0.09356591,0.13573655,0.23054063,0.12287129,0.10043945,0.2724452,0.24950173,0.19442509,0.18287213,0.27566504,0.16326407,0.33669487,0.22825271,0.131226,0.2438913,0.5856559,0.47785807,0.43323264,1.0000001,0.601122,0.62281996,0.71111614,0.42826375,0.25285006,0.2696262,0.28974038,0.33640623,0.6119194,0.41686147,0.46226323,0.4359128,0.3120411,0.3626126,0.28392574,0.40982854,0.16246931,0.27072516,0.18542439,0.305724,0.25985238,0.14904946,0.18667066,0.1769203,0.08223238,0.13910955,0.15203096,0.062092878,0.14185587,0.25842306,0.30662388,0.24360093,0.6500804,0.26109442,0.19561525,0.3337911,0.07144048,0.25432298,0.16197532,0.14362791,0.12984505,0.17971845,0.13838303,0.19209874,0.49123427,0.28331542,0.19545066,0.22177961,0.2616268,0.20964754,0.15866116,0.14733304,0.28155088,0.29896513,0.17366953,0.19007997,0.23587024,0.22934632,0.2766782,0.16092815,0.4285169,0.6932874,0.22960517,0.36264163,0.2991956,0.36438918,0.7474775,0.260146,0.33477223,0.28017437,0.11671683,0.36064568
SS40,0.1858274,0.11721738,0.10856431,0.17395695,0.122465394,0.06709835,0.122218475,0.14574876,0.033528935,0.026560968,0.07219766,0.04642769,0.24768737,0.32092476,0.14827755,0.17778324,0.25012115,0.17822641,0.16854219,0.22536649,0.14082235,0.272401,0.2252572,0.10388318,0.22497804,0.57985926,0.4439692,0.41262537,0.601122,1.0000004,0.5521214,0.6782768,0.42285913,0.32135552,0.2985636,0.32127583,0.34348685,0.418935,0.44581664,0.38519767,0.404386,0.2407542,0.28160715,0.24725112,0.40665293,0.25380996,0.26541707,0.10950164,0.28448266,0.31101978,0.13739052,0.09058876,0.23571783,0.13200165,0.11112252,0.119309895,0.097304575,0.14064497,0.24951613,0.3328997,0.24102111,0.6087284,0.17719552,0.24267994,0.33080643,0.01107839,0.15494193,0.18650159,0.14235371,0.089657776,0.15094548,0.07647919,0.1332106,0.21530995,0.2095335,0.19962539,0.09412554,0.16742809,0.21882452,0.047971725,0.16850138,0.3153814,0.3366283,0.15405463,0.23472926,0.18836221,0.13870578,0.21532762,0.16458873,0.40365028,0.6269933,0.27269873,0.3193708,0.29467824,0.36379948,0.7042287,0.28879836,0.24027473,0.27676046,0.1838782,0.21685757
SS41,0.24875396,0.17722163,0.16895771,0.23165618,0.12698361,0.10562745,0.1273759,0.14826232,0.09844361,0.12899919,0.18352082,0.15516701,0.22188222,0.11192311,0.15944175,0.21456274,0.25772008,0.20646043,0.17307912,0.14937234,0.14701793,0.2606589,0.2537207,0.12597111,0.30103362,0.64253426,0.5322228,0.4748501,0.62281996,0.5521214,1.0000001,0.78877455,0.45883265,0.34199995,0.37705415,0.39261287,0.49053493,0.44978672,0.48818117,0.49234268,0.49697262,0.36778682,0.36429214,0.29451025,0.5214155,0.21980608,0.2924489,0.20107351,0.37211907,0.29050595,0.14726333,0.1491518,0.21341418,0.077273406,0.14700979,0.1485547,0.18425553,0.10605088,0.27420282,0.4051834,0.23860425,0.68782264,0.20399852,0.27456036,0.36697736,0.12256504,0.17631656,0.16252655,0.111602604,0.08358343,0.22647837,0.11703256,0.23671609,0.2424861,0.17295615,0.20584244,0.13706277,0.15104319,0.16280702,0.10919465,0.15317623,0.30147544,0.29956806,0.20492075,0.273463,0.18856137,0.19525565,0.2808086,0.14877528,0.47315913,0.7781495,0.2623285,0.32883427,0.28171706,0.42421564,0.716896,0.2541145,0.31153393,0.25090027,0.103453696,0.23533754
SS42,0.31801453,0.17409515,0.15506998,0.19755933,0.22953571,0.18150689,0.2668832,0.24528095,0.19026676,0.1748945,0.22252329,0.19994432,0.32336837,0.18337022,0.20560278,0.28687605,0.3608025,0.27128658,0.20858589,0.27614534,0.19048658,0.38910502,0.30547675,0.2499476,0.3859064,0.7315849,0.60614514,0.56165916,0.71111614,0.6782768,0.78877455,1.0000002,0.5443427,0.42595822,0.384804,0.45782912,0.48562264,0.51322883,0.52955675,0.58033377,0.5686573,0.3994817,0.37773442,0.32932833,0.64784515,0.24757853,0.34511545,0.24020788,0.36045256,0.49004456,0.21632996,0.19709295,0.3069479,0.13875905,0.20488746,0.26503962,0.16571507,0.1454913,0.36214745,0.49862307,0.32566264,0.83236945,0.32632622,0.3660094,0.44490844,0.15596958,0.26987344,0.24446496,0.1934651,0.1316653,0.26367635,0.19667372,0.27929664,0.32375708,0.2872905,0.28676555,0.2119569,0.2050092,0.2486049,0.14732581,0.24461395,0.41849604,0.40920213,0.29872268,0.3783345,0.2888798,0.28982985,0.346078,0.20837405,0.6035006,0.89011544,0.35206324,0.41301835,0.36376435,0.4976146,0.8558414,0.3466464,0.3795508,0.3607383,0.20720944,0.3677429
SS43,0.23650621,0.17760374,0.11469606,0.18744628,0.13849191,0.17530775,0.16327943,0.13816871,0.18950924,0.19340587,0.13424274,0.15067357,0.27593058,0.14942501,0.24202208,0.23012626,0.32622415,0.19998845,0.19359276,0.26804525,0.2479365,0.31546608,0.31231,0.19563942,0.3010828,0.47603837,0.47815752,0.46664816,0.42826375,0.42285913,0.45883265,0.5443427,1.0000002,0.6663852,0.65678537,0.6571729,0.6882847,0.6764298,0.61180604,0.7492164,0.6798635,0.40710503,0.4348039,0.31258205,0.7270371,0.18853694,0.3291931,0.3103781,0.37806487,0.3556355,0.28366157,0.21687762,0.35700074,0.20470476,0.33189738,0.23393553,0.160754,0.08809076,0.35547474,0.6838238,0.40098307,0.59683466,0.22991051,0.4387032,0.7399312,0.23259112,0.21281949,0.29543754,0.19966468,0.22823368,0.2736074,0.23827985,0.3519901,0.46031776,0.24333724,0.46814185,0.21655025,0.22198315,0.31702954,0.21315277,0.29349923,0.38939297,0.4033902,0.26031566,0.51989233,0.32244197,0.29310408,0.4258634,0.37530363,0.7603811,0.53577745,0.40512714,0.4067822,0.29227066,0.76101995,0.48155606,0.45856318,0.41120642,0.3199576,0.20627554,0.3378704
SS44,0.24884331,0.100336954,0.15422834,0.19637923,0.14955196,0.17434074,0.15477377,0.2441838,0.09784877,0.098206125,0.09917285,0.10722543,0.24713053,0.19116664,0.25253388,0.20731929,0.2822916,0.20944329,0.2856445,0.39006725,0.33558685,0.41093847,0.26211727,0.20330694,0.23457912,0.31983587,0.3412704,0.34641284,0.25285006,0.32135552,0.34199995,0.42595822,0.6663852,1.0000002,0.7001888,0.6705251,0.6419766,0.5934536,0.5912899,0.64312863,0.62240577,0.33299857,0.4478572,0.29329705,0.6717588,0.18544164,0.3718625,0.3111305,0.35751083,0.310829,0.21276644,0.15422961,0.31951636,0.22625661,0.24362464,0.14019282,0.11324495,0.05296654,0.30448335,0.6693936,0.35617384,0.51197314,0.27213824,0.52901953,0.6275758,0.2510868,0.19697851,0.34847835,0.18268386,0.15149425,0.2115908,0.16780552,0.31201795,0.41841447,0.20035781,0.4903566,0.23514964,0.21530622,0.29920048,0.13686205,0.3025552,0.3662237,0.35549006,0.22559978,0.5394671,0.3040565,0.3128615,0.40448356,0.30246675,0.67095566,0.39503112,0.31190157,0.34589893,0.29824877,0.6853622,0.36170903,0.39048904,0.34877342,0.29444686,0.22449377,0.2906974
SS45,0.19804594,0.053170368,0.029794034,0.18444102,0.100111455,0.114598475,0.14194271,0.1906658,0.06441713,0.10842021,0.07433085,0.099611394,0.294555,0.11559048,0.21239084,0.17404874,0.27175984,0.21247569,0.2089984,0.2084958,0.172973,0.3324219,0.18153809,0.19513781,0.27329805,0.30189872,0.28326792,0.24619685,0.2696262,0.2985636,0.37705415,0.384804,0.65678537,0.7001888,0.9999999,0.7480173,0.84823835,0.711673,0.5828347,0.6864859,0.6313602,0.32984844,0.46112728,0.33082637,0.73837626,0.1439456,0.3355252,0.24860875,0.3413639,0.3069278,0.1716811,0.15703814,0.291349,0.2566637,0.16181724,0.14977781,0.09947556,0.006924375,0.30608618,0.7609295,0.3287327,0.47978637,0.18006,0.5008936,0.5465699,0.14783783,0.14909853,0.22827369,0.14597909,0.074773476,0.26601326,0.12676214,0.31777132,0.4142865,0.15675502,0.63250786,0.15185122,0.14658675,0.29048464,0.1337027,0.2058641,0.35205355,0.28893757,0.19349119,0.54663825,0.32420343,0.29860574,0.3428119,0.21092288,0.68553495,0.40056637,0.3290601,0.3253654,0.26806197,0.7736246,0.32403386,0.40421513,0.33251634,0.27861282,0.18096071,0.24939829
SS46,0.24230644,0.073362984,0.058093525,0.16389601,0.1129311,0.15801108,0.14583558,0.19913164,0.1018272,0.16675408,0.05258926,0.10972705,0.35261455,0.103812695,0.17378116,0.1648302,0.32282397,0.1699858,0.12721664,0.20295778,0.1828647,0.31908765,0.24132407,0.23498383,0.30814362,0.3376267,0.34398904,0.29201156,0.28974038,0.32127583,0.39261287,0.45782912,0.6571729,0.6705251,0.7480173,1.0000001,0.77944845,0.70040613,0.6214259,0.6737269,0.685395,0.3727172,0.44660518,0.32175252,0.74794364,0.21523309,0.36184818,0.24640077,0.32286492,0.3537266,0.18049085,0.17631519,0.3581888,0.24337068,0.19476305,0.177916,0.11738573,-0.019010078,0.3531904,0.7405597,0.3607343,0.49261558,0.2163168,0.8022041,0.51859856,0.14628778,0.17259069,0.23664862,0.13593175,0.1496395,0.34884423,0.16706444,0.3417618,0.39467594,0.16425498,0.39748564,0.11496528,0.20442031,0.2855974,0.13726765,0.1938662,0.45050216,0.34601957,0.19957986,0.5050346,0.2714359,0.23182613,0.3917479,0.24356751,0.7406147,0.44790086,0.35301,0.34388438,0.2697913,0.7423422,0.35352576,0.43000647,0.35674655,0.2848306,0.20659608,0.24631837
SS47,0.19914038,0.065087825,0.014057788,0.15348239,0.095191576,0.13068765,0.1589867,0.17848876,0.08454116,0.16243228,0.06575633,0.12307813,0.2587882,0.110467754,0.15896904,0.12858292,0.23115608,0.174458,0.14865847,0.17885706,0.14447857,0.28800726,0.18214197,0.16349982,0.25500345,0.35079575,0.31491837,0.27680615,0.33640623,0.34348685,0.49053493,0.48562264,0.6882847,0.6419766,0.84823835,0.77944845,1.0,0.70286095,0.61212724,0.7170194,0.65338,0.35195118,0.49344307,0.34955576,0.7800474,0.19725075,0.33788696,0.2617412,0.3774643,0.32157725,0.2156005,0.16962565,0.31722197,0.24309458,0.16744748,0.14851563,0.10658194,0.021453397,0.32995254,0.7652858,0.33507928,0.50963336,0.17807864,0.51288474,0.57722265,0.16645566,0.14777194,0.22387776,0.1079138,0.081431866,0.26364666,0.11782085,0.32420024,0.38381034,0.18671414,0.4574973,0.15249509,0.17106256,0.24992079,0.11218118,0.18738887,0.41943502,0.30518863,0.1818391,0.4833242,0.28827086,0.25321454,0.36385873,0.21839479,0.76049805,0.4908749,0.33506873,0.32631284,0.22748491,0.8003416,0.40383533,0.41289604,0.3654133,0.24754408,0.16486226,0.24131793
SS48,0.30468288,0.11722677,0.13889584,0.18100527,0.15567563,0.14764808,0.17747518,0.21193531,0.071955234,0.12518078,0.04404462,0.08344678,0.3624797,0.16803575,0.18800464,0.27609718,0.327355,0.20570442,0.16563708,0.26679933,0.244421,0.42352733,0.2735797,0.18469183,0.29773024,0.43793315,0.41230613,0.33712268,0.6119194,0.418935,0.44978672,0.51322883,0.6764298,0.5934536,0.711673,0.70040613,0.70286095,1.0000001,0.59487337,0.6608387,0.6375588,0.36804017,0.43393648,0.2871008,0.6925124,0.17543778,0.3768421,0.28150594,0.38376114,0.33321375,0.21202768,0.1801752,0.36565095,0.24033292,0.1709348,0.16750574,0.07225946,0.047053155,0.35663167,0.6947061,0.3987177,0.60706556,0.24883816,0.46232915,0.5582252,0.1597423,0.24133714,0.2487635,0.18461366,0.16503444,0.332664,0.2199166,0.3930869,0.7014,0.23428126,0.38955224,0.19330987,0.28143466,0.35061485,0.21563113,0.25210306,0.3969627,0.3811092,0.21772029,0.4941631,0.34856004,0.28449696,0.413852,0.30689192,0.7291588,0.52703047,0.38137588,0.4400604,0.36354402,0.7148479,0.48969996,0.44518352,0.3538786,0.37412375,0.21434812,0.35660535
SS49,0.30192128,0.22223867,0.27315742,0.27365583,0.23138578,0.2580125,0.17601594,0.27268165,0.25979358,0.2967364,0.25339806,0.24757229,0.39669612,0.16455948,0.28153628,0.17787556,0.2813101,0.22686231,0.22364487,0.27586377,0.28235394,0.2985652,0.37080976,0.24972905,0.3148818,0.48967493,0.52374923,0.4645482,0.41686147,0.44581664,0.48818117,0.52955675,0.61180604,0.5912899,0.5828347,0.6214259,0.61212724,0.59487337,1.0000001,0.64929926,0.75217307,0.5423724,0.6138594,0.45019117,0.68275845,0.2195798,0.38560903,0.25344655,0.45300543,0.30391106,0.41612962,0.34440202,0.36540222,0.24547596,0.403647,0.2632259,0.33889455,0.20871952,0.4959274,0.60109967,0.48538274,0.5818607,0.29253355,0.4244458,0.5519686,0.24149042,0.2124169,0.28767955,0.25795084,0.1720749,0.42609474,0.3046232,0.48776397,0.42718813,0.23655315,0.4600439,0.24037057,0.1739658,0.31223363,0.17819718,0.227856,0.5010798,0.4684379,0.33347142,0.4946858,0.37791508,0.2571128,0.4335109,0.2663671,0.7015432,0.52191466,0.47537634,0.34095344,0.29770404,0.6667471,0.44960386,0.5242271,0.5188376,0.3146774,0.16281615,0.30785578
SS50,0.32136723,0.21306887,0.18142454,0.2080727,0.22344661,0.17263098,0.24443662,0.26936033,0.18036641,0.19042525,0.2166446,0.17452082,0.3238744,0.109340064,0.26418906,0.25596112,0.32564607,0.2662416,0.23358609,0.31613004,0.26462695,0.35564268,0.30373642,0.20961274,0.32579988,0.43366796,0.4255933,0.42880425,0.46226323,0.38519767,0.49234268,0.58033377,0.7492164,0.64312863,0.6864859,0.6737269,0.7170194,0.6608387,0.64929926,1.0000002,0.74989617,0.5007434,0.53998786,0.45900095,0.75334597,0.108940676,0.3142871,0.330608,0.39248967,0.345703,0.27324447,0.17633453,0.35685843,0.18179855,0.25519958,0.28902292,0.17775601,0.026442027,0.37825924,0.7100211,0.44984397,0.6563738,0.35557538,0.49101743,0.60517234,0.25595337,0.29506493,0.38956407,0.18967746,0.22932374,0.32465503,0.29066297,0.41326535,0.4713771,0.2872951,0.5295842,0.2983454,0.19417575,0.35023338,0.23166835,0.30554307,0.40587732,0.42527497,0.32159483,0.5302284,0.47866634,0.45769006,0.45192012,0.31665704,0.7845378,0.55320513,0.36183575,0.4466355,0.3370988,0.7566931,0.48320425,0.4468306,0.6434891,0.347376,0.26289847,0.43418938
SS51,0.30036545,0.20231059,0.18821386,0.2154446,0.22678283,0.18678914,0.21572192,0.19716273,0.1846212,0.21365531,0.2320451,0.25075898,0.4170547,0.07534121,0.18564686,0.1978139,0.31097114,0.20008847,0.17867558,0.2675206,0.22425857,0.300703,0.34066725,0.28521335,0.33330536,0.46650046,0.4865855,0.46249253,0.4359128,0.404386,0.49697262,0.5686573,0.6798635,0.62240577,0.6313602,0.685395,0.65338,0.6375588,0.75217307,0.74989617,1.0000002,0.6443529,0.6204723,0.5070047,0.72562766,0.09373255,0.29697707,0.22272947,0.34040612,0.2606796,0.27344355,0.179807,0.3368522,0.17309669,0.23780173,0.2780996,0.23229001,0.08142364,0.46940342,0.6985264,0.46768883,0.62725925,0.27178413,0.5008904,0.5716757,0.19394374,0.24070424,0.2808934,0.2230202,0.17592737,0.4224339,0.3200551,0.45628992,0.39302608,0.20761047,0.42707646,0.22443399,0.13274115,0.28995147,0.22108011,0.19693783,0.4365832,0.4678558,0.2885717,0.54435945,0.41054347,0.27647313,0.4407657,0.2664234,0.72877353,0.58337826,0.44884557,0.39436084,0.31264466,0.6504979,0.49607784,0.4899956,0.61003244,0.3460114,0.15400103,0.3693413
SS52,0.31197292,0.22484668,0.25991154,0.17736645,0.2011992,0.25503102,0.16978638,0.20608994,0.27366912,0.26613918,0.29433548,0.2606602,0.42799586,0.042456888,0.10497453,0.13965154,0.2245084,0.09581585,0.067458406,0.15871371,0.16062331,0.21252055,0.27476078,0.15832971,0.19771586,0.4148279,0.48903197,0.47503543,0.3120411,0.2407542,0.36778682,0.3994817,0.40710503,0.33299857,0.32984844,0.3727172,0.35195118,0.36804017,0.5423724,0.5007434,0.6443529,1.0000001,0.6104605,0.49883324,0.43553272,0.02023289,0.24368212,0.21874866,0.3391939,0.21288809,0.2219331,0.15306576,0.20414893,0.08355155,0.22340879,0.3130179,0.29895732,0.21169496,0.46211445,0.31038967,0.41861567,0.5110368,0.2717881,0.31320414,0.3700625,0.20032656,0.24921958,0.19902821,0.16248307,0.13732457,0.35085455,0.3559144,0.47594702,0.28904015,0.20411983,0.3165896,0.24667434,0.10337162,0.20848276,0.15098757,0.15840955,0.423456,0.3020781,0.25527647,0.36621588,0.402765,0.2398461,0.37099797,0.21142824,0.4239632,0.44141778,0.37938866,0.2723523,0.28283113,0.34480724,0.3493744,0.42085811,0.7512988,0.29050463,0.12649432,0.27037776
SS53,0.28098953,0.21593946,0.22055261,0.15077691,0.20275205,0.17200372,0.15111399,0.24254167,0.12672274,0.124449775,0.23560184,0.26103824,0.379024,0.054775998,0.12811458,0.15902627,0.236174,0.11784886,0.16916429,0.23853421,0.18573423,0.23197931,0.25473827,0.18950129,0.15127003,0.29783297,0.36417323,0.33360416,0.3626126,0.28160715,0.36429214,0.37773442,0.4348039,0.4478572,0.46112728,0.44660518,0.49344307,0.43393648,0.6138594,0.53998786,0.6204723,0.6104605,1.0,0.6010299,0.4848895,0.07437916,0.27763134,0.21804439,0.36776695,0.18426293,0.22699085,0.1630761,0.2032561,0.14999501,0.19990498,0.20440918,0.15509847,0.064682715,0.3992126,0.38850677,0.41969898,0.4555131,0.25541338,0.33527026,0.48309195,0.17600563,0.21640712,0.25165227,0.17813118,0.15442263,0.36024752,0.27542645,0.47644413,0.29994953,0.2449236,0.44016355,0.2551331,0.19509222,0.25251877,0.1312185,0.18710142,0.49680728,0.332803,0.22779918,0.38369066,0.4272933,0.24100712,0.44189787,0.2560436,0.5380916,0.38522148,0.3209811,0.2815168,0.25915092,0.46509138,0.3754909,0.4269319,0.696617,0.25046688,0.10448687,0.29925296
