,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS21,0.2656011,0.3675488,0.25804394,0.33179426,0.27974513,0.26692793,0.20379706,0.1667256,0.45478868,0.37341937,0.9999998,0.5474683,0.25216138,0.12096159,0.35591727,0.260035,0.117094785,0.15501231,0.20054677,0.23111849,0.1913816,0.14031239,0.30257618,0.21916357,0.26327682,0.17686951,0.22612908,0.27687025,0.09356591,0.07219766,0.18352082,0.22252329,0.13424274,0.09917285,0.07433085,0.05258926,0.06575633,0.04404462,0.25339806,0.2166446,0.2320451,0.29433548,0.23560184,0.38245788,0.16927426,0.032102462,0.1712437,0.15692991,0.19395937,0.15463117,0.42081413,0.3246388,0.2613289,0.15878193,0.300144,0.41557243,0.48543766,0.23233585,0.32033223,0.093430944,0.3287303,0.2577631,0.2564717,0.008355176,0.1617483,0.25581887,0.1908598,0.2583765,0.36590117,0.21147287,0.2570901,0.4356333,0.35274792,0.11014095,0.14974238,0.20136794,0.2525211,0.13647847,0.11737114,0.33291024,0.30027574,0.16531384,0.27929676,0.439421,0.21256086,0.34286308,0.2541728,0.22983646,0.21119829,0.14544578,0.20392023,0.33271575,0.21170862,0.15669954,0.12636076,0.17553537,0.28655124,0.34365726,0.20926261,0.24070765,0.3191802
SS22,0.38576335,0.4785275,0.3261627,0.4253708,0.5311806,0.43194744,0.32270202,0.29019699,0.55646324,0.45893002,0.5474683,1.0000001,0.2514448,0.17779103,0.31539875,0.2667477,0.25860023,0.2227793,0.23516169,0.2687072,0.22390428,0.17259319,0.4517984,0.37312555,0.36331952,0.14516038,0.2826204,0.33447462,0.13573655,0.04642769,0.15516701,0.19994432,0.15067357,0.10722543,0.099611394,0.10972705,0.12307813,0.08344678,0.24757229,0.17452082,0.25075898,0.2606602,0.26103824,0.3433116,0.24024951,0.14769629,0.2875028,0.22385064,0.2405313,0.20654821,0.34914166,0.49676442,0.18777516,0.17776392,0.32375184,0.45729834,0.45065418,0.1728889,0.3724043,0.07358272,0.30936325,0.20028499,0.36447763,0.097500965,0.2050234,0.2577885,0.3252357,0.31775197,0.47128817,0.2982286,0.2786432,0.49895787,0.36494285,0.19419096,0.22548671,0.26965272,0.4194081,0.24180862,0.18154103,0.37655902,0.31644267,0.25180504,0.30714053,0.46328163,0.2583479,0.3551996,0.21084976,0.31341034,0.2713367,0.14955929,0.16942945,0.357701,0.280949,0.24218202,0.09254349,0.11607571,0.30402514,0.2566906,0.25665495,0.20819291,0.3428111
SS23,0.36506194,0.24061267,0.3155317,0.2972733,0.2967271,0.322083,0.22597311,0.2525595,0.39589572,0.40336442,0.25216138,0.2514448,1.0000001,0.19253178,0.23118158,0.29269016,0.42896342,0.23769122,0.16229759,0.30431968,0.31927553,0.3863031,0.38733768,0.27902296,0.3182236,0.31740984,0.37072214,0.35954642,0.23054063,0.24768737,0.22188222,0.32336837,0.27593058,0.24713053,0.294555,0.35261455,0.2587882,0.3624797,0.39669612,0.3238744,0.4170547,0.42799586,0.379024,0.40501156,0.37722534,0.12421849,0.2872299,0.23273152,0.31711718,0.2705173,0.2563971,0.21964023,0.37295768,0.26433033,0.161702,0.36317554,0.17770083,0.22092909,0.6485057,0.27197886,0.504975,0.43402827,0.37025017,0.38620043,0.3126892,0.16637038,0.30782896,0.32711354,0.2551697,0.2760503,0.58053833,0.4406125,0.5021204,0.32339165,0.28181425,0.3047571,0.23284492,0.24315605,0.32455948,0.351411,0.27563426,0.4076975,0.40169,0.3449741,0.43798083,0.46595258,0.2900559,0.47437263,0.3077621,0.35856888,0.338218,0.52681756,0.456074,0.50270593,0.2899863,0.252777,0.53274024,0.3849088,0.5491326,0.29586363,0.38092542
SS24,0.2918612,0.20085311,0.28913364,0.38730866,0.210877,0.28452197,0.22778922,0.19060221,0.24408661,0.2619397,0.12096159,0.17779103,0.19253178,1.0,0.36579853,0.25237727,0.26141948,0.22439054,0.24381931,0.30938792,0.28595397,0.3077557,0.3524872,0.2810851,0.33013096,0.11429346,0.14046082,0.12828894,0.12287129,0.32092476,0.11192311,0.18337022,0.14942501,0.19116664,0.11559048,0.103812695,0.110467754,0.16803575,0.16455948,0.109340064,0.07534121,0.042456888,0.054775998,0.08225708,0.19188866,0.46728015,0.40561643,0.25075683,0.34737283,0.32621297,0.21203445,0.19181326,0.18107423,0.08622527,0.11345552,0.06070595,0.16654739,0.17482553,0.23483631,0.07748458,0.23375201,0.19139828,0.18156059,0.16042745,0.1674133,0.1783307,0.19941258,0.24171397,0.3473436,0.21339579,0.13156876,0.17164561,0.23063543,0.24427909,0.19362545,0.19623664,0.27132303,0.37646312,0.21349837,0.20035121,0.30224535,0.16225865,0.304126,0.29930666,0.25776207,0.19666842,0.22637208,0.24812621,0.25467712,0.19058628,0.101620376,0.24177065,0.32476595,0.31116349,0.17398512,0.15937145,0.2574472,0.07383868,0.2948637,0.3283453,0.23735397
SS25,0.31527674,0.3470819,0.299385,0.4463126,0.35758096,0.3412974,0.21512032,0.20502359,0.37504947,0.31015763,0.35591727,0.31539875,0.23118158,0.36579853,1.0,0.33991283,0.32909876,0.36996275,0.3662241,0.36962038,0.41516528,0.2946885,0.49898875,0.48638004,0.42171207,0.11839558,0.18334319,0.20662333,0.10043945,0.14827755,0.15944175,0.20560278,0.24202208,0.25253388,0.21239084,0.17378116,0.15896904,0.18800464,0.28153628,0.26418906,0.18564686,0.10497453,0.12811458,0.19905469,0.33408892,0.24918436,0.4141565,0.28147048,0.3814982,0.2728505,0.35719475,0.32583112,0.33640116,0.23993358,0.302295,0.20542727,0.2536992,0.12847361,0.3559749,0.22767654,0.39629126,0.2962758,0.28490984,0.18638769,0.24773574,0.3100641,0.21135315,0.3898962,0.39537728,0.32606605,0.3212758,0.37716126,0.33403596,0.23695388,0.185489,0.30000603,0.28705698,0.27204943,0.26946747,0.3929834,0.46952686,0.18652053,0.435461,0.4972528,0.39722505,0.31319445,0.44483384,0.2790811,0.34282866,0.27288878,0.13064885,0.36782634,0.36106881,0.3095505,0.26376545,0.1552805,0.37890565,0.1927485,0.34785306,0.38186973,0.3589071
SS26,0.35394323,0.4369945,0.34466502,0.28751498,0.29891622,0.23473251,0.2386855,0.21584053,0.2134127,0.17298189,0.260035,0.2667477,0.29269016,0.25237727,0.33991283,1.0,0.37796843,0.40754876,0.33865064,0.40374094,0.36401874,0.424568,0.4393777,0.29995167,0.36685205,0.19844432,0.19571894,0.25982928,0.2724452,0.17778324,0.21456274,0.28687605,0.23012626,0.20731929,0.17404874,0.1648302,0.12858292,0.27609718,0.17787556,0.25596112,0.1978139,0.13965154,0.15902627,0.24414365,0.27683312,0.120819345,0.25919405,0.25098643,0.23793031,0.22208714,0.11603131,0.19471839,0.16004576,0.03889335,0.035400804,0.30379584,0.14949176,0.03349831,0.30641818,0.18753034,0.29268888,0.35311246,0.407099,0.13866352,0.23708442,0.18993738,0.3330233,0.40731695,0.3185586,0.39081106,0.26792094,0.37897116,0.30177486,0.40748286,0.33690134,0.28168827,0.3867872,0.3534943,0.36653098,0.5583434,0.3668609,0.1400315,0.36234874,0.38092715,0.3626879,0.39521214,0.3694917,0.40334266,0.3693449,0.20752698,0.24465135,0.24300116,0.46423247,0.3695024,0.21719745,0.2566443,0.21419975,0.18759261,0.3965864,0.25371903,0.5090757
SS27,0.4611986,0.29522943,0.23576333,0.36860543,0.4492711,0.33548826,0.4793716,0.4153845,0.23900874,0.23205501,0.117094785,0.25860023,0.42896342,0.26141948,0.32909876,0.37796843,1.0,0.47271723,0.40935722,0.44597176,0.39786604,0.59532565,0.5214498,0.43094945,0.4932156,0.3071217,0.32861328,0.37234464,0.24950173,0.25012115,0.25772008,0.3608025,0.32622415,0.2822916,0.27175984,0.32282397,0.23115608,0.327355,0.2813101,0.32564607,0.31097114,0.2245084,0.236174,0.31082183,0.43587703,0.16541015,0.3791465,0.40451676,0.24542359,0.3778849,0.16588418,0.24330926,0.26145872,0.06195302,0.12915774,0.31626332,0.13866554,0.0864356,0.41302767,0.26386467,0.35752714,0.3976882,0.48446447,0.4156094,0.41547304,0.329227,0.51796424,0.5474642,0.42336747,0.54604244,0.35330108,0.44648397,0.3138832,0.36107892,0.4067121,0.39123327,0.3507192,0.26963443,0.5905138,0.31962508,0.37022546,0.25234127,0.4685058,0.4040293,0.4706183,0.44039384,0.39413825,0.44556415,0.48260972,0.32971153,0.32926902,0.3980852,0.5334337,0.78977275,0.299996,0.24168019,0.35188508,0.26783943,0.7569696,0.34806895,0.49445525
SS28,0.24151118,0.29442146,0.31770283,0.3096354,0.32962814,0.25786334,0.30817822,0.28266725,0.26266342,0.24836823,0.15501231,0.2227793,0.23769122,0.22439054,0.36996275,0.40754876,0.47271723,1.0000001,0.76787937,0.45984674,0.5027474,0.3965815,0.46509928,0.33603325,0.33977836,0.13722599,0.1633815,0.19083226,0.19442509,0.17822641,0.20646043,0.27128658,0.19998845,0.20944329,0.21247569,0.1699858,0.174458,0.20570442,0.22686231,0.2662416,0.20008847,0.09581585,0.11784886,0.18846698,0.3020132,0.17124107,0.3835657,0.24587277,0.32656455,0.33188453,0.15120867,0.26369515,0.13245936,0.05930627,0.13608597,0.18107095,0.13339302,0.020497177,0.3047509,0.19748327,0.2743667,0.30987582,0.38663802,0.19066481,0.20168152,0.1703819,0.33753192,0.42846897,0.3182223,0.47863474,0.27403075,0.35695392,0.2615155,0.2675915,0.18525946,0.2734105,0.19961704,0.20558026,0.4069751,0.40341645,0.2812851,0.17048247,0.3646641,0.3752107,0.28567505,0.3933352,0.33571306,0.35348678,0.39855087,0.23910011,0.1850862,0.2320793,0.39172417,0.39701435,0.2132614,0.16974527,0.22991425,0.21031322,0.4308291,0.31111607,0.41245088
SS29,0.20293158,0.35088354,0.35041085,0.37197798,0.32284856,0.28682768,0.27384713,0.26056492,0.2632288,0.23032734,0.20054677,0.23516169,0.16229759,0.24381931,0.3662241,0.33865064,0.40935722,0.76787937,1.0000002,0.5147506,0.45661658,0.42504475,0.37266266,0.27125907,0.2853699,0.100327834,0.119945,0.14300126,0.18287213,0.16854219,0.17307912,0.20858589,0.19359276,0.2856445,0.2089984,0.12721664,0.14865847,0.16563708,0.22364487,0.23358609,0.17867558,0.067458406,0.16916429,0.24236447,0.25681317,0.14732113,0.35079664,0.18848848,0.2419625,0.19678211,0.19024485,0.28753838,0.12861937,0.06511609,0.1755542,0.16853413,0.17355396,0.032958783,0.26783195,0.1493625,0.23253486,0.24781679,0.3243004,0.11231132,0.18955055,0.16987789,0.30436507,0.45191306,0.34933618,0.44574946,0.18398187,0.3367383,0.19322428,0.23395881,0.16969606,0.2987934,0.2046701,0.16215318,0.40457544,0.3561495,0.31580806,0.11233192,0.3053723,0.35119545,0.25622007,0.36647785,0.30154127,0.2645219,0.32373202,0.20943677,0.16012591,0.17675327,0.3270883,0.3834245,0.20141655,0.15719113,0.19912887,0.20649388,0.4003353,0.2428228,0.38308024
SS30,0.37287664,0.28979188,0.35124815,0.40950486,0.4004832,0.27842063,0.3783874,0.3827902,0.314127,0.24933693,0.23111849,0.2687072,0.30431968,0.30938792,0.36962038,0.40374094,0.44597176,0.45984674,0.5147506,1.0000002,0.76131463,0.5196744,0.5216835,0.331437,0.29897562,0.16283807,0.19232433,0.28921562,0.27566504,0.22536649,0.14937234,0.27614534,0.26804525,0.39006725,0.2084958,0.20295778,0.17885706,0.26679933,0.27586377,0.31613004,0.2675206,0.15871371,0.23853421,0.2849017,0.3305828,0.16757847,0.45813227,0.29121596,0.30700046,0.32573622,0.2087771,0.31119618,0.16619572,0.093181625,0.17312223,0.23248893,0.053733587,0.04963584,0.3699154,0.21380141,0.40611455,0.36242267,0.3596068,0.25256228,0.4183082,0.33011252,0.4326987,0.6544287,0.5636291,0.5529084,0.33197936,0.44310144,0.3924751,0.385914,0.30971143,0.4097954,0.3567411,0.28912562,0.4546197,0.40033263,0.52490705,0.254205,0.5630585,0.42486233,0.43345603,0.399132,0.4757687,0.4887347,0.59047616,0.32913214,0.19228885,0.28172567,0.40270957,0.4081022,0.30095118,0.24527045,0.29687598,0.37381807,0.43159544,0.3269099,0.46600842
SS31,0.3435231,0.29118544,0.3651358,0.3872172,0.35350612,0.3099952,0.29705817,0.33839142,0.342522,0.302487,0.1913816,0.22390428,0.31927553,0.28595397,0.41516528,0.36401874,0.39786604,0.5027474,0.45661658,0.76131463,1.0,0.4535569,0.5433362,0.30249584,0.22320768,0.13659279,0.1961692,0.29864305,0.16326407,0.14082235,0.14701793,0.19048658,0.2479365,0.33558685,0.172973,0.1828647,0.14447857,0.244421,0.28235394,0.26462695,0.22425857,0.16062331,0.18573423,0.21435358,0.32835194,0.17373362,0.4975182,0.3255744,0.39273614,0.31251734,0.22526795,0.27754557,0.13918842,0.06376391,0.16898239,0.2694014,0.08750827,0.0652622,0.4052345,0.1844588,0.3819007,0.29344526,0.31669715,0.2415679,0.3973117,0.33151126,0.36807173,0.54311657,0.5273197,0.6108659,0.30309576,0.4436216,0.44474456,0.31497324,0.26290265,0.31976506,0.30364013,0.2548133,0.40283263,0.37959537,0.48937672,0.20039208,0.45944774,0.36233884,0.4031153,0.3459223,0.39327675,0.4696356,0.6347024,0.2889092,0.12540852,0.29951045,0.37228572,0.38066685,0.27844995,0.13875557,0.28670818,0.3123411,0.4380483,0.307256,0.41048276
