,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
N6,0.5668659,0.57079905,0.3711303,0.5832185,0.48590583,0.6205861,0.40669298,0.4122526,0.6944555,0.64635,0.52408063,0.5678234,0.4918145,0.33276936,0.3647054,0.4295336,0.37868458,0.3943376,0.36938623,0.448212,0.38092846,0.31995666,0.55214846,0.35830358,0.4822703,0.3247558,0.38449275,0.44970053,0.21037993,0.18692362,0.1927801,0.33911198,0.27507192,0.26899385,0.21273713,0.29279825,0.1361659,0.31631625,0.2925098,0.35600504,0.38345405,0.39588904,0.34331036,0.37625942,0.32620507,0.20229211,0.29769275,0.2871698,0.26835504,0.37338963,0.44197148,0.5135344,0.46758744,0.21734083,0.43632263,0.61311644,0.5087274,0.36719644,0.5925076,0.2986018,0.458601,0.4331694,0.6389967,0.29822046,0.3971215,0.53495467,0.52821845,0.48103505,0.70551556,0.4451862,0.44391534,1.0000001,0.722558,0.42777523,0.44287062,0.43507838,0.5082733,0.35171258,0.37020475,0.5107296,0.6110844,0.29266003,0.49720138,0.71991205,0.4628,0.679561,0.38746402,0.47798708,0.48993582,0.3373628,0.28439426,0.5829036,0.43562606,0.45272392,0.16222553,0.2193203,0.5483329,0.35398233,0.43239182,0.41170663,0.55121297
N7,0.47249687,0.4525052,0.34482712,0.48099685,0.34372777,0.4689189,0.37020296,0.3492001,0.5217328,0.49196827,0.42988932,0.4131801,0.45019323,0.3462075,0.34895897,0.3399398,0.2761568,0.31639314,0.29753858,0.38085634,0.3232855,0.27465385,0.41208673,0.35612866,0.4267572,0.32611254,0.3787983,0.40992448,0.21254888,0.25497675,0.24730594,0.34287465,0.39517602,0.40300688,0.32968062,0.43853527,0.34058517,0.41999424,0.488086,0.45608371,0.4816366,0.53968966,0.5339828,0.4678195,0.45062983,0.27196863,0.3607496,0.24395126,0.49229142,0.39605665,0.3466151,0.42555097,0.3430565,0.24204183,0.3067291,0.42659363,0.43757844,0.37300724,0.5257283,0.45740908,0.5136601,0.46276325,0.51174176,0.38918242,0.48759443,0.46717477,0.40186742,0.38262898,0.53555053,0.26793143,0.562793,0.722558,0.99999994,0.46535033,0.414362,0.51849616,0.42304605,0.414649,0.31276315,0.3738356,0.5510962,0.4797477,0.49458355,0.58975035,0.53708607,0.5578493,0.3742624,0.5008827,0.41659594,0.45573127,0.30810726,0.4707795,0.35626355,0.30664563,0.34225726,0.22259553,0.54217607,0.47321463,0.3130315,0.32031757,0.4783376
G1,0.365319,0.3265108,0.19810209,0.32290474,0.28231612,0.3003412,0.29948005,0.38248137,0.27870482,0.30390912,0.17634118,0.21129505,0.3820422,0.3846287,0.31543663,0.40063846,0.42115986,0.3266072,0.32402012,0.33641905,0.18746363,0.3613476,0.34822756,0.31112176,0.44256383,0.32333824,0.31800196,0.33989084,0.4523512,0.29968393,0.2976893,0.4319749,0.4334192,0.42131245,0.45753443,0.42369494,0.35564697,0.7273632,0.3746239,0.4324654,0.34194317,0.36849284,0.40148866,0.39931428,0.5130315,0.2272479,0.27011257,0.21588242,0.28679946,0.33286446,0.2729613,0.24342676,0.3259606,0.23920368,0.3017877,0.3438321,0.21264943,0.16849162,0.44963655,0.5352406,0.42451575,0.48765996,0.4301535,0.34481433,0.5053134,0.38068968,0.42993796,0.40342677,0.33685192,0.29215372,0.33854324,0.42777523,0.46535033,0.99999994,0.5475946,0.5323607,0.39345938,0.37177303,0.4160403,0.3289764,0.41139024,0.33180147,0.4470305,0.40317023,0.60329366,0.4151548,0.3841187,0.47305137,0.3585179,0.53235865,0.36201742,0.42109847,0.4460277,0.40647024,0.44479316,0.34193408,0.43485287,0.29933858,0.37048626,0.30819106,0.46052814
G2,0.36602587,0.37590128,0.24121398,0.3307329,0.3209436,0.28837976,0.27102146,0.3771484,0.1884416,0.16565068,0.18604487,0.2610979,0.3501746,0.27781442,0.2738461,0.515983,0.4729777,0.35443035,0.29670456,0.36916527,0.27194512,0.44537765,0.38853425,0.27656484,0.39975613,0.3125282,0.2280609,0.28425586,0.4191584,0.31001633,0.24454588,0.43906415,0.32855698,0.3320204,0.23173422,0.26847994,0.20178996,0.40493485,0.27160728,0.34512663,0.28157714,0.27911112,0.3440625,0.37394866,0.35402906,0.15112892,0.24120016,0.27928853,0.2604343,0.28274226,0.14929925,0.16940261,0.2389062,0.030437173,0.089069486,0.41508475,0.16384833,0.07534021,0.37595442,0.37367302,0.28485787,0.45170206,0.5839499,0.24930093,0.4907471,0.38933727,0.45934954,0.44551256,0.34819436,0.37547573,0.2885442,0.44287062,0.414362,0.5475946,1.0000001,0.48392332,0.6146586,0.3855663,0.44508883,0.36071312,0.4209082,0.22520217,0.420112,0.4364438,0.5303,0.46421924,0.4103966,0.5221446,0.5402396,0.37534502,0.37603658,0.33186066,0.46695524,0.44442022,0.25393468,0.39506269,0.35848534,0.274828,0.4229535,0.3179109,0.5066434
G3,0.3913489,0.20786996,0.1461727,0.31836975,0.36553857,0.26661742,0.3299045,0.3912505,0.26769593,0.24309056,0.17070666,0.24500352,0.3600003,0.29358086,0.34639537,0.28321353,0.44420463,0.27145728,0.23822422,0.40848154,0.22091004,0.3111007,0.27917516,0.31067097,0.339644,0.27130115,0.24754491,0.25659028,0.2267586,0.32232994,0.2496959,0.39848915,0.52565825,0.5123569,0.6149637,0.44667894,0.39798182,0.42735958,0.40146682,0.43929058,0.29940322,0.34131524,0.45653573,0.37380147,0.52013844,0.18438616,0.28690293,0.29661253,0.30104598,0.40511644,0.26161054,0.20643312,0.22340842,0.14227113,0.1922856,0.29081973,0.13193206,0.16627268,0.32420155,0.49697,0.3433254,0.48499525,0.3959991,0.45823032,0.65035033,0.49260163,0.44751897,0.4428909,0.3921247,0.22693895,0.32368523,0.43507838,0.51849616,0.5323607,0.48392332,0.9999999,0.33208907,0.2870081,0.498169,0.24241021,0.46958083,0.333813,0.46392137,0.38393882,0.7233048,0.37768853,0.51090837,0.45512998,0.46740437,0.53174436,0.30223015,0.29865298,0.34701636,0.4034348,0.53610206,0.25482917,0.35905665,0.36958128,0.3339296,0.31667787,0.38546816
G4,0.47407773,0.5425384,0.37206468,0.4031284,0.33501455,0.41625422,0.39862415,0.46258986,0.30136827,0.28911683,0.31395143,0.387235,0.20649473,0.25167808,0.28271073,0.47432953,0.37915105,0.31652293,0.30365932,0.40978116,0.2930664,0.26643556,0.4506564,0.27315482,0.3791713,0.22903346,0.16008972,0.27195364,0.33223116,0.13941953,0.1555743,0.27542502,0.30874795,0.29545674,0.22300296,0.26263744,0.21238321,0.32256064,0.24732164,0.328224,0.2627524,0.21470211,0.27546433,0.31358492,0.32221973,0.18618532,0.24663384,0.39590734,0.21045278,0.2847614,0.32481065,0.394603,0.29453492,0.045684926,0.25511265,0.55053616,0.34942022,0.21449326,0.41475195,0.32332352,0.28873074,0.30714783,0.62068504,0.23009525,0.39676335,0.5078533,0.5320346,0.4323672,0.48883447,0.36789918,0.2777116,0.5082733,0.42304605,0.39345938,0.6146586,0.33208907,1.0000001,0.48820177,0.32858366,0.42613855,0.43867967,0.16270344,0.39403307,0.45589507,0.3552677,0.46492493,0.38220188,0.3897334,0.4646889,0.3336799,0.22332996,0.3539027,0.4181713,0.37423018,0.20421746,0.23790291,0.36340642,0.23200533,0.33300513,0.42570424,0.5711772
G5,0.39653662,0.48613065,0.4371697,0.37875426,0.21702686,0.1944682,0.32484075,0.39289078,0.18732603,0.18719871,0.23553713,0.19443715,0.22750793,0.44259506,0.34339267,0.4379945,0.24935322,0.34822077,0.3282235,0.3787137,0.25088528,0.26274258,0.39652914,0.2381215,0.26709864,0.20287475,0.14810435,0.20492148,0.33434534,0.27603728,0.27350366,0.32057145,0.36201108,0.3384093,0.3413643,0.38412786,0.28027198,0.4253602,0.29307252,0.33191928,0.21956179,0.20317253,0.30305603,0.22711056,0.3190444,0.49916792,0.5647616,0.41135043,0.52652293,0.48236716,0.34101233,0.3143278,0.39179477,0.19338231,0.26433843,0.2913314,0.19081856,0.29603028,0.3686085,0.3976692,0.38659066,0.41025072,0.38525042,0.33854717,0.32547927,0.3375052,0.43685636,0.33283022,0.37667954,0.35325515,0.34028503,0.35171258,0.414649,0.37177303,0.3855663,0.2870081,0.48820177,1.0000001,0.3105671,0.43706876,0.42620623,0.38772196,0.4778567,0.25077417,0.31237543,0.4448655,0.38079804,0.45282328,0.39471608,0.47580802,0.269599,0.33117878,0.542063,0.31985837,0.3605141,0.3192213,0.3774345,0.24396579,0.2410365,0.5267519,0.58137894
G6,0.33361605,0.24163948,0.21548095,0.35151654,0.4368471,0.27892008,0.3863805,0.46966255,0.2740489,0.23776917,0.14061321,0.18791905,0.35591045,0.29841912,0.34067237,0.36011893,0.46053708,0.40467295,0.43895352,0.46684873,0.37963182,0.38840383,0.41017658,0.32466125,0.33563936,0.2530375,0.16370839,0.22014251,0.21941367,0.17753744,0.22195455,0.37695387,0.33150056,0.31902313,0.34054154,0.29056314,0.24667406,0.39184964,0.26636273,0.3282632,0.25859806,0.2004689,0.32070297,0.32589248,0.4123366,0.19598714,0.29431862,0.25619155,0.24278231,0.27992034,0.27319556,0.13724405,0.25582665,0.0900138,0.11453282,0.3379044,0.12200114,0.03437887,0.43665496,0.35837996,0.33274063,0.4396649,0.42519543,0.2952502,0.45966643,0.38765064,0.5429186,0.51784706,0.40784958,0.42774618,0.2918512,0.37020475,0.31276315,0.4160403,0.44508883,0.498169,0.32858366,0.3105671,1.0000001,0.45718417,0.4028204,0.20996472,0.3968548,0.3189467,0.5450456,0.40301466,0.42877537,0.4012107,0.4733983,0.4009407,0.26802415,0.35149795,0.47231323,0.6460717,0.37923124,0.2824777,0.3825235,0.2526616,0.58244115,0.43869212,0.5052177
G7,0.3706268,0.4527396,0.35952505,0.4213824,0.3940796,0.37968558,0.33803323,0.37584862,0.33405104,0.309462,0.3722466,0.4170925,0.343017,0.308901,0.3921537,0.5261064,0.30856025,0.4788783,0.46008667,0.40983355,0.35872757,0.23622926,0.5186446,0.39221647,0.47703236,0.21980077,0.21339865,0.2660252,0.23274475,0.07379058,0.14279287,0.26083183,0.18796214,0.10365844,0.16386145,0.19841543,0.039093122,0.27955097,0.20204654,0.27815208,0.28214654,0.22769491,0.1632847,0.26085034,0.29227048,0.20485908,0.31078848,0.25596625,0.2177012,0.2507034,0.3951308,0.19469187,0.36817184,0.055913046,0.20409805,0.49249774,0.33687228,0.13329673,0.45133916,0.21573278,0.4045453,0.36526835,0.5361928,0.12537968,0.23621032,0.35005507,0.5130658,0.4718067,0.447988,0.41843548,0.27496174,0.5107296,0.3738356,0.3289764,0.36071312,0.24241021,0.42613855,0.43706876,0.45718417,1.0000001,0.4148716,0.109688185,0.45408124,0.48723674,0.34631208,0.558747,0.3885398,0.4280527,0.42784092,0.27387148,0.17237121,0.47275528,0.47231853,0.43848795,0.1649514,0.21754444,0.41153008,0.1917677,0.42143804,0.467627,0.5869252
G8,0.4503203,0.4191422,0.2660205,0.43811908,0.51546264,0.35521477,0.3464902,0.37575173,0.3974715,0.37053084,0.31320947,0.33253032,0.31637678,0.3989947,0.50244457,0.44314352,0.3980827,0.3237602,0.30762026,0.47786167,0.3719055,0.3202737,0.5298432,0.33237833,0.47693235,0.24808383,0.21711573,0.2955237,0.20641094,0.20471537,0.20092797,0.3372725,0.3645,0.35732508,0.27630264,0.28568107,0.1777232,0.32378706,0.24677607,0.3852477,0.26324216,0.22805043,0.2725303,0.259184,0.35056,0.2728628,0.35106692,0.38479298,0.3024938,0.39903083,0.29981235,0.3541781,0.4263677,0.12398597,0.33470023,0.45362848,0.3048813,0.25952646,0.4249231,0.36288273,0.39564157,0.47440904,0.59677297,0.30651438,0.5089769,0.6757472,0.45395598,0.54274964,0.6492516,0.5050276,0.3246081,0.6110844,0.5510962,0.41139024,0.4209082,0.46958083,0.43867967,0.42620623,0.4028204,0.4148716,1.0,0.27100676,0.49710405,0.46629196,0.50952727,0.51687634,0.53822577,0.5122721,0.5886457,0.3959163,0.25469017,0.40475047,0.43309936,0.38849503,0.28783834,0.28308403,0.43813956,0.3305473,0.37422553,0.4567252,0.6294535
G9,0.24444376,0.15632798,0.1152846,0.20623663,0.13839817,0.16839537,0.22713782,0.27107728,0.2111398,0.328803,0.21781386,0.13516769,0.40778995,0.29026163,0.23895219,0.22239912,0.17363575,0.25306505,0.16848277,0.27606952,0.11113833,0.19813654,0.20854716,0.21946368,0.23569435,0.28312695,0.3115318,0.2766135,0.23323263,0.43201765,0.30646327,0.39752305,0.397541,0.38240388,0.39983332,0.51790833,0.39503244,0.45207298,0.50002307,0.37121695,0.41279367,0.4411239,0.55913407,0.46665776,0.46353358,0.42530006,0.3381613,0.20536602,0.35779175,0.53689945,0.2573574,0.30731845,0.37868735,0.39635205,0.30351013,0.17378473,0.14834923,0.27369615,0.42587468,0.51524734,0.42532045,0.4019717,0.19293702,0.42709154,0.2960797,0.16065168,0.25909257,0.24649113,0.21341085,0.1435368,0.46502393,0.29266003,0.4797477,0.33180147,0.22520217,0.333813,0.16270344,0.38772196,0.20996472,0.109688185,0.27100676,0.99999994,0.32448685,0.1903791,0.39885914,0.27492625,0.2519445,0.39729515,0.1931104,0.53775644,0.3363427,0.31111175,0.2696944,0.20915917,0.42524803,0.32388175,0.49401525,0.37852228,0.2006806,0.25301376,0.29057813
G10,0.41893393,0.3385511,0.27669787,0.4033634,0.31997767,0.25064364,0.30925748,0.3231047,0.2582889,0.27384818,0.21848659,0.2918778,0.37440988,0.3914428,0.46862993,0.42893934,0.42237714,0.42526045,0.36747003,0.5129607,0.36325726,0.3516337,0.5299785,0.36787775,0.44549137,0.24894975,0.16289124,0.25679988,0.30665582,0.31893736,0.3227631,0.4121697,0.42459622,0.40099585,0.37694255,0.41219378,0.2972197,0.45746702,0.4131578,0.44767827,0.42998275,0.31395027,0.36619696,0.36822477,0.4477774,0.34811223,0.2995044,0.23256928,0.36733174,0.37484407,0.42265707,0.301251,0.42903715,0.19512643,0.26587963,0.29072282,0.23658615,0.22591317,0.41096035,0.4748644,0.5587487,0.47829312,0.419486,0.32113087,0.44714308,0.35441813,0.46502653,0.54163027,0.5045048,0.39523965,0.4456452,0.49720138,0.49458355,0.4470305,0.420112,0.46392137,0.39403307,0.4778567,0.3968548,0.45408124,0.49710405,0.32448685,0.99999994,0.4681044,0.62195396,0.47777283,0.39280802,0.55397415,0.47545096,0.49726677,0.339896,0.48821387,0.4440246,0.4090138,0.42284912,0.3872898,0.5177836,0.34052098,0.38018897,0.44345468,0.4991464
G11,0.43534625,0.49615678,0.2729115,0.61884505,0.3921094,0.53226244,0.31482357,0.34257346,0.49488577,0.4849736,0.38957903,0.5075097,0.34413257,0.31595773,0.3198223,0.3651216,0.26447833,0.38458234,0.376005,0.32953346,0.27008492,0.20712505,0.52330214,0.37087741,0.6084497,0.29408357,0.2926357,0.3664686,0.17984381,0.15281099,0.19592407,0.3112527,0.23217803,0.24265479,0.15056445,0.19241035,0.11263351,0.22490647,0.3104382,0.3180007,0.36099136,0.3292145,0.27382582,0.3041548,0.2818731,0.13918516,0.19222571,0.17353433,0.1884889,0.2528937,0.34800577,0.36039966,0.353141,0.096936345,0.3185092,0.46818244,0.60452116,0.22163656,0.4109895,0.25034428,0.4030678,0.38128453,0.62714726,0.17810033,0.35468888,0.40788585,0.42045456,0.46178365,0.6002401,0.2884803,0.36785206,0.71991205,0.58975035,0.40317023,0.4364438,0.38393882,0.45589507,0.25077417,0.3189467,0.48723674,0.46629196,0.1903791,0.4681044,0.99999994,0.38842997,0.53904986,0.3873202,0.44505626,0.3952523,0.23778808,0.27713692,0.47213405,0.32998064,0.31501618,0.13340682,0.19943139,0.42399526,0.2597955,0.29279888,0.32669833,0.4333588
G12,0.3253708,0.2020295,0.17373592,0.29164755,0.30438933,0.24190018,0.24486285,0.26652417,0.29814634,0.28197417,0.24106814,0.29689968,0.5118295,0.30560252,0.37653208,0.34535486,0.52761835,0.30739623,0.27279264,0.41084027,0.24568847,0.46414152,0.37503725,0.387443,0.47191316,0.3472662,0.33104205,0.34639332,0.3105839,0.35483974,0.3371898,0.5054389,0.5826059,0.5210093,0.57352877,0.54941356,0.4558007,0.58641565,0.47791916,0.5214342,0.4741502,0.43928748,0.48718596,0.49806273,0.63830674,0.22195575,0.26139063,0.28776604,0.3337558,0.41024864,0.3279075,0.22550702,0.3916548,0.286576,0.28092983,0.36834684,0.14917772,0.15670046,0.42217696,0.64738184,0.507141,0.63164115,0.39814073,0.46564892,0.6711207,0.47144932,0.4209016,0.5071718,0.36380652,0.30893168,0.45210427,0.4628,0.53708607,0.60329366,0.5303,0.7233048,0.3552677,0.31237543,0.5450456,0.34631208,0.50952727,0.39885914,0.62195396,0.38842997,1.0,0.49408594,0.53394616,0.5601857,0.47253278,0.65325,0.43695372,0.5121142,0.48660564,0.510583,0.6051549,0.40683568,0.587847,0.4098903,0.48530588,0.34470695,0.5196796
G13,0.4207518,0.51133454,0.3277165,0.41594267,0.40100712,0.51382977,0.2971778,0.415672,0.40365988,0.38671255,0.40439907,0.3571649,0.49721935,0.35235208,0.33625826,0.42165935,0.46355247,0.37286374,0.38542157,0.36760202,0.25318456,0.34031284,0.51920164,0.38588747,0.448403,0.39384663,0.39893433,0.46323305,0.33312184,0.2893516,0.25278157,0.4145279,0.31954816,0.2863726,0.34377688,0.31633455,0.18236127,0.41566503,0.2892077,0.47482115,0.4281758,0.39138937,0.41673547,0.41358513,0.41275594,0.23691753,0.37621722,0.31852657,0.35960567,0.34978846,0.40095916,0.25235114,0.51716745,0.20317519,0.33003178,0.5563401,0.39926657,0.2791216,0.5219664,0.42939365,0.5496817,0.56600046,0.5723821,0.29041928,0.44802237,0.40199432,0.54245406,0.41166824,0.42747048,0.32561004,0.42606032,0.679561,0.5578493,0.4151548,0.46421924,0.37768853,0.46492493,0.4448655,0.40301466,0.558747,0.51687634,0.27492625,0.47777283,0.53904986,0.49408594,1.0,0.5517737,0.52600414,0.49294686,0.43819445,0.36686495,0.63701934,0.58137536,0.5052724,0.28336072,0.35580248,0.6073019,0.38338968,0.47161305,0.5009668,0.6868627
G14,0.24853142,0.26542327,0.21252325,0.27971137,0.324984,0.21824144,0.27069622,0.39683238,0.18851694,0.19327499,0.23153254,0.22223449,0.271905,0.27455398,0.34873766,0.34935164,0.40868625,0.3199541,0.32648075,0.4136784,0.24370965,0.28174743,0.44937724,0.3281725,0.4338086,0.2663882,0.2164962,0.23388092,0.28915977,0.22260875,0.24528761,0.39833164,0.4039011,0.35568386,0.40846804,0.29503,0.23018935,0.34017995,0.23661046,0.5407917,0.2483038,0.25995758,0.41618037,0.3527019,0.4124912,0.1851336,0.37965217,0.4965679,0.345681,0.40778044,0.25509486,0.18226397,0.35110027,0.15112491,0.19340551,0.42025846,0.16676793,0.103770375,0.35011348,0.40460956,0.4037455,0.5452112,0.48702508,0.3142556,0.5163457,0.5597361,0.42383698,0.46974337,0.41426665,0.34024775,0.26385155,0.38746402,0.3742624,0.3841187,0.4103966,0.51090837,0.38220188,0.38079804,0.42877537,0.3885398,0.53822577,0.2519445,0.39280802,0.3873202,0.53394616,0.5517737,1.0000002,0.47226113,0.47083157,0.4447263,0.2824187,0.39388812,0.5403074,0.39986032,0.377357,0.3095093,0.42649034,0.38847512,0.3658188,0.5375589,0.58592117
G15,0.38517103,0.33983862,0.28407362,0.4248966,0.37385845,0.29531235,0.29222742,0.44516525,0.283687,0.27715313,0.305727,0.28440878,0.47456208,0.37344006,0.4290523,0.48853382,0.48074284,0.40063298,0.34922996,0.4697929,0.32285547,0.450512,0.5270736,0.32496244,0.51860756,0.4352493,0.3605923,0.4043559,0.36496884,0.4249021,0.37570345,0.49844676,0.4761329,0.4375852,0.37660718,0.40237284,0.25510976,0.4981006,0.4080584,0.48975208,0.41486955,0.4107989,0.43551743,0.40726984,0.42193374,0.35761178,0.4119768,0.34941742,0.44153318,0.38446873,0.312845,0.19272016,0.40509233,0.13054113,0.2338279,0.41970843,0.30446914,0.1902282,0.45477423,0.4610461,0.4604789,0.5824342,0.5298257,0.3697666,0.538706,0.4032725,0.44317687,0.43626288,0.42591277,0.4371065,0.43564108,0.47798708,0.5008827,0.47305137,0.5221446,0.45512998,0.3897334,0.45282328,0.4012107,0.4280527,0.5122721,0.39729515,0.55397415,0.44505626,0.5601857,0.52600414,0.47226113,1.0000002,0.525335,0.4999184,0.45736146,0.4769734,0.539187,0.46215367,0.3992737,0.46991238,0.512127,0.38630468,0.432487,0.44522965,0.5551443
G16,0.40319434,0.4021485,0.3255865,0.44851363,0.45357788,0.2879728,0.31896698,0.4115684,0.23573361,0.17800145,0.2691496,0.29181984,0.30657348,0.31039074,0.34618628,0.46350065,0.5226993,0.45786557,0.41512552,0.55369395,0.55820495,0.48882738,0.59938365,0.2630206,0.44116578,0.3144953,0.22916017,0.30457985,0.27421337,0.26947314,0.26832604,0.34740156,0.38877773,0.36713487,0.29257232,0.25957566,0.20871125,0.34702095,0.2731567,0.3721006,0.2813061,0.24100754,0.29570282,0.31890476,0.35001057,0.20758748,0.493994,0.40610194,0.3839145,0.4074042,0.23842517,0.17799859,0.23452841,-0.032172773,0.15520239,0.35955387,0.16847886,0.1178901,0.3622136,0.37674212,0.3337856,0.45313534,0.5095212,0.30891714,0.61797786,0.51857525,0.5057834,0.6357552,0.56921375,0.6301224,0.2734222,0.48993582,0.41659594,0.3585179,0.5402396,0.46740437,0.4646889,0.39471608,0.4733983,0.42784092,0.5886457,0.1931104,0.47545096,0.3952523,0.47253278,0.49294686,0.47083157,0.525335,1.0000001,0.3893473,0.2975469,0.36031264,0.4948934,0.55005455,0.30486774,0.27381998,0.3728884,0.30545977,0.46954197,0.48799947,0.5613895
A1,0.3235896,0.24272105,0.2317412,0.24531904,0.2521302,0.25899068,0.2704078,0.3302597,0.22702497,0.21244138,0.24918245,0.16014934,0.4397513,0.31865424,0.31711808,0.33321798,0.37846452,0.2981909,0.28419358,0.3815818,0.2209766,0.30941147,0.38656086,0.26793665,0.35669303,0.4494365,0.41329652,0.3777865,0.49024558,0.5396797,0.5235896,0.63215303,0.7618421,0.6763206,0.695111,0.77625537,0.6918825,0.7436911,0.64121157,0.6786898,0.5275687,0.51283294,0.6034282,0.5175763,0.7530322,0.3667397,0.3858233,0.3647943,0.44825938,0.5035982,0.44175997,0.27578092,0.48846307,0.4021294,0.37526792,0.3459609,0.20562927,0.21575749,0.49609852,0.85109174,0.5433357,0.683953,0.35329866,0.6238892,0.673097,0.3698496,0.35986128,0.38135916,0.27768695,0.29908973,0.39270556,0.3373628,0.45573127,0.53235865,0.37534502,0.53174436,0.3336799,0.47580802,0.4009407,0.27387148,0.3959163,0.53775644,0.49726677,0.23778808,0.65325,0.43819445,0.4447263,0.4999184,0.3893473,1.0,0.57941663,0.47604546,0.4848243,0.4292069,0.8381101,0.5702633,0.6097414,0.58141613,0.38582334,0.40374136,0.5543214
A2,0.2370338,0.26451692,0.1683328,0.27051753,0.166103,0.2576524,0.090600476,0.17095584,0.13348798,0.13634263,0.19960585,0.14621769,0.42134452,0.18496422,0.15800557,0.35371256,0.3609133,0.23380777,0.1807673,0.26877463,0.13036466,0.39522368,0.32495904,0.1946728,0.41518217,0.760458,0.6113945,0.5725377,0.69271606,0.63686895,0.77619517,0.79486847,0.49079365,0.38363692,0.3803051,0.45070386,0.40132856,0.5401332,0.44529846,0.6075604,0.52391577,0.5409457,0.5066242,0.42718872,0.45183325,0.21559474,0.25989756,0.22249919,0.42083067,0.26901543,0.16203994,0.08857712,0.29982233,0.16201046,0.22346239,0.32423908,0.20532489,0.15716222,0.29442087,0.49914843,0.34387177,0.78558356,0.3568589,0.33745128,0.44950518,0.20702884,0.21883884,0.24775915,0.19470051,0.21125618,0.2640566,0.28439426,0.30810726,0.36201742,0.37603658,0.30223015,0.22332996,0.269599,0.26802415,0.17237121,0.25469017,0.3363427,0.339896,0.27713692,0.43695372,0.36686495,0.2824187,0.45736146,0.2975469,0.57941663,1.0,0.41696468,0.38680974,0.40764892,0.42316556,0.7955619,0.38899225,0.49893808,0.37478018,0.18428004,0.3809914
A3,0.31424224,0.37932152,0.24462421,0.31998053,0.2552933,0.4322107,0.2522637,0.27622542,0.49089533,0.46649876,0.40771595,0.40311345,0.6576254,0.26093677,0.24937008,0.32049972,0.4603448,0.22156939,0.22610147,0.26450613,0.23718998,0.47267348,0.49873206,0.39929917,0.58158714,0.52848756,0.5654532,0.5655748,0.27764642,0.33590764,0.31875595,0.426507,0.40147126,0.34124726,0.3578856,0.40645152,0.25355032,0.51271427,0.38411132,0.40845197,0.42458197,0.49386582,0.3813095,0.46258295,0.5018891,0.1720045,0.27181154,0.25329214,0.34713626,0.3633139,0.61353374,0.32490635,0.77871907,0.3499132,0.42091334,0.5761242,0.48722252,0.38808906,0.68968564,0.4926688,0.64897346,0.54304653,0.41738665,0.25740695,0.41631544,0.32271543,0.37549162,0.37458667,0.4050875,0.25064003,0.389011,0.5829036,0.4707795,0.42109847,0.33186066,0.29865298,0.3539027,0.33117878,0.35149795,0.47275528,0.40475047,0.31111175,0.48821387,0.47213405,0.5121142,0.63701934,0.39388812,0.4769734,0.36031264,0.47604546,0.41696468,1.0,0.596519,0.5703733,0.32678336,0.35032192,0.834967,0.29933596,0.60222495,0.440342,0.5048287
A4,0.33100155,0.43620282,0.28100756,0.39157698,0.3339814,0.28132483,0.31506425,0.38646954,0.25012815,0.20563732,0.1834254,0.25647965,0.4450633,0.38032174,0.2840968,0.45955196,0.521867,0.35992718,0.36998042,0.4056403,0.29535976,0.52321225,0.5274733,0.34034637,0.53360295,0.4279132,0.36557746,0.42178905,0.4136153,0.33548668,0.34635124,0.46459216,0.38632327,0.34057453,0.3545442,0.3653689,0.1970935,0.4883733,0.26526207,0.38119766,0.2300682,0.2700162,0.31770426,0.35775897,0.3944699,0.27389544,0.445978,0.44478717,0.44831273,0.44858718,0.2980541,0.21262072,0.42474306,0.18827072,0.22025567,0.4130905,0.21898368,0.2273818,0.5115597,0.38063923,0.47718364,0.57677615,0.49893466,0.3149427,0.43083054,0.40636677,0.49813065,0.41496977,0.37108338,0.4491527,0.30246162,0.43562606,0.35626355,0.4460277,0.46695524,0.34701636,0.4181713,0.542063,0.47231323,0.47231853,0.43309936,0.2696944,0.4440246,0.32998064,0.48660564,0.58137536,0.5403074,0.539187,0.4948934,0.4848243,0.38680974,0.596519,1.0000001,0.62289166,0.34028798,0.42422444,0.5807693,0.2492076,0.5813533,0.5831511,0.72643507
