,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,SS36,SS37,SS38,SS39,SS40,SS41,SS42,SS43,SS44,SS45,SS46,SS47,SS48,SS49,SS50,SS51,SS52,SS53,SS54,SS55,SS56,SS57,SS58,SS59,SS60,SS61,SS62,SS63,SS64,SS65,SS66,SS67,SS68,SS69,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,A1,A2,A3,A4,A5,A,B,C,D,E,F,G
SS11,0.9999999,0.47960094,0.3942709,0.5975225,0.47375834,0.5258007,0.5395861,0.6050766,0.40940726,0.4057236,0.3234659,0.35183355,0.3102054,0.43929988,0.29479682,0.39436838,0.34565854,0.3488687,0.33008468,0.43640268,0.312658,0.24562196,0.38785025,0.27704668,0.34711623,0.28215834,0.21491876,0.28837,0.26412457,0.2735631,0.28556114,0.31966037,0.23589711,0.3075946,0.23381557,0.27006778,0.1596942,0.35763472,0.29655695,0.29455543,0.30260846,0.26105276,0.2731013,0.2822496,0.3181045,0.40434122,0.31086883,0.30665246,0.27986944,0.38066038,0.2843595,0.35519847,0.26258603,0.07301735,0.28789514,0.4535045,0.3844366,0.30077434,0.40918547,0.2790403,0.27544764,0.38114494,0.5349117,0.23693742,0.33208942,0.42212227,0.69155115,0.38242385,0.5255435,0.31182677,0.33297175,0.5668659,0.47249687,0.365319,0.36602587,0.3913489,0.47407773,0.39653662,0.33361605,0.3706268,0.4503203,0.24444376,0.41893393,0.43534625,0.3253708,0.4207518,0.24853142,0.38517103,0.40319434,0.3235896,0.2370338,0.31424224,0.33100155,0.42182204,0.17103308,0.24158667,0.26525122,0.24476354,0.32056582,0.33676976,0.4030037
SS12,0.47960094,1.0000002,0.4816711,0.57892406,0.35777658,0.49766552,0.20923606,0.3172451,0.3769901,0.29200846,0.35156748,0.40234792,0.2515292,0.28239,0.31899917,0.48058912,0.29667017,0.29712334,0.36852682,0.28623807,0.27925926,0.22677279,0.5594935,0.32497326,0.4225405,0.30575675,0.25114995,0.34136087,0.33299524,0.2523641,0.2355505,0.26683116,0.2156895,0.18511948,0.13581353,0.22998133,0.09201126,0.32406524,0.23135711,0.27920884,0.30042487,0.29093632,0.28098023,0.31700724,0.21308035,0.24143812,0.37520617,0.25286466,0.29327643,0.2678517,0.25926208,0.26919514,0.28457046,0.118449524,0.27752653,0.39748982,0.4926803,0.22252084,0.38035843,0.17796215,0.27458948,0.31915474,0.57863677,0.123329304,0.25776786,0.33038676,0.39218864,0.3109196,0.52558875,0.34298033,0.21429129,0.57079905,0.4525052,0.3265108,0.37590128,0.20786996,0.5425384,0.48613065,0.24163948,0.4527396,0.4191422,0.15632798,0.3385511,0.49615678,0.2020295,0.51133454,0.26542327,0.33983862,0.4021485,0.24272105,0.26451692,0.37932152,0.43620282,0.35383448,0.04704759,0.24610561,0.30006063,0.21733932,0.31558657,0.34876585,0.5041861
SS13,0.3942709,0.4816711,1.0000002,0.4830708,0.3535309,0.34528038,0.26722902,0.41867194,0.321446,0.2829994,0.25326413,0.24523763,0.23588309,0.2769423,0.22322088,0.35522237,0.23362009,0.28007552,0.3146851,0.30672866,0.31515604,0.16921629,0.36650014,0.20122032,0.20800708,0.2329725,0.1371556,0.22099039,0.22606897,0.17424333,0.21231851,0.16449651,0.13028972,0.17967181,0.14327368,0.18309057,0.084745154,0.21307898,0.28600067,0.26400936,0.3368441,0.27250022,0.22880247,0.23819041,0.1841711,0.19846812,0.35841545,0.3438276,0.30796948,0.21428463,0.19034988,0.24120869,0.17291956,0.10795995,0.17909469,0.30350977,0.249348,0.14252844,0.29687685,0.15309651,0.19306532,0.22841421,0.33738527,0.12827055,0.17108737,0.31405577,0.42507225,0.26540762,0.3381487,0.29231733,0.33467802,0.3711303,0.34482712,0.19810209,0.24121398,0.1461727,0.37206468,0.4371697,0.21548095,0.35952505,0.2660205,0.1152846,0.27669787,0.2729115,0.17373592,0.3277165,0.21252325,0.28407362,0.3255865,0.2317412,0.1683328,0.24462421,0.28100756,0.30483335,0.10492907,0.13675314,0.21801324,0.24901305,0.23774739,0.3326596,0.35253918
SS14,0.5975225,0.57892406,0.4830708,1.0000001,0.4643259,0.53677404,0.36626697,0.478608,0.45726153,0.42131385,0.3357395,0.4099179,0.32775396,0.3906376,0.3801353,0.38208959,0.33472785,0.37211952,0.4021467,0.43988785,0.43204194,0.22047561,0.54087836,0.35649982,0.4957491,0.3374314,0.25451314,0.37174845,0.23209907,0.25882316,0.3594485,0.3437853,0.2298334,0.24596529,0.15996173,0.21599397,0.09159871,0.27199745,0.35983217,0.28330055,0.3521548,0.31395596,0.2667614,0.2722156,0.27782327,0.33287972,0.3832959,0.26145688,0.29812285,0.34071237,0.24823812,0.31924835,0.25395072,0.11143861,0.2828052,0.3351998,0.47661346,0.243399,0.40315711,0.19319633,0.22652368,0.3843827,0.49098128,0.23508623,0.34992126,0.41439074,0.53830314,0.37052292,0.68851554,0.3543853,0.3332658,0.5832185,0.48099685,0.32290474,0.3307329,0.31836975,0.4031284,0.37875426,0.35151654,0.4213824,0.43811908,0.20623663,0.4033634,0.61884505,0.29164755,0.41594267,0.27971137,0.4248966,0.44851363,0.24531904,0.27051753,0.31998053,0.39157698,0.39859515,0.116346546,0.23254928,0.25963333,0.23898116,0.30036658,0.35525003,0.4080584
SS15,0.47375834,0.35777658,0.3535309,0.4643259,1.0000001,0.36944538,0.45737115,0.56256235,0.37718982,0.34074563,0.22615877,0.42485803,0.34666514,0.30398712,0.3925509,0.4422242,0.38470978,0.38693756,0.36641207,0.44414914,0.35681096,0.30269292,0.5244626,0.39774418,0.4301536,0.18771979,0.13574268,0.20082873,0.17929718,0.15204842,0.13718039,0.2317523,0.20048995,0.26341677,0.21927328,0.16884619,0.11262843,0.23256314,0.22624284,0.292007,0.26424158,0.16090658,0.22630489,0.27072558,0.26083,0.15775481,0.22401379,0.32720226,0.19264129,0.2604034,0.23512223,0.32778814,0.20545001,0.096803226,0.2172691,0.3134911,0.22854482,0.123298645,0.373829,0.17240456,0.25189364,0.30572015,0.4958909,0.25323915,0.31237024,0.5038526,0.5556827,0.43705449,0.4934236,0.5235423,0.33604577,0.48590583,0.34372777,0.28231612,0.3209436,0.36553857,0.33501455,0.21702686,0.4368471,0.3940796,0.51546264,0.13839817,0.31997767,0.3921094,0.30438933,0.40100712,0.324984,0.37385845,0.45357788,0.2521302,0.166103,0.2552933,0.3339814,0.44976327,0.17783457,0.17616466,0.25220922,0.2843745,0.41424116,0.3958694,0.49148268
SS16,0.5258007,0.49766552,0.34528038,0.53677404,0.36944538,0.99999994,0.37268406,0.4426567,0.57356244,0.5907412,0.35897964,0.3516939,0.40377593,0.29829907,0.32303867,0.29884043,0.317742,0.3594461,0.36509192,0.33906683,0.31876343,0.220786,0.4378969,0.29374248,0.39070666,0.45907664,0.4488576,0.47783545,0.18244831,0.2077394,0.23356286,0.3122726,0.19105348,0.22550158,0.18754727,0.22158639,0.14846006,0.26030648,0.2978061,0.28052962,0.34316036,0.38780805,0.2955709,0.30768168,0.30226743,0.21253335,0.24701612,0.23163183,0.22428824,0.287529,0.36215606,0.35355717,0.35994497,0.19582069,0.41709355,0.5947516,0.56757206,0.3586259,0.5059912,0.22571766,0.23282468,0.31796888,0.4877182,0.19905,0.2369678,0.34824723,0.4519546,0.3128498,0.47983378,0.25217953,0.30760783,0.6205861,0.4689189,0.3003412,0.28837976,0.26661742,0.41625422,0.1944682,0.27892008,0.37968558,0.35521477,0.16839537,0.25064364,0.53226244,0.24190018,0.51382977,0.21824144,0.29531235,0.2879728,0.25899068,0.2576524,0.4322107,0.28132483,0.38984272,0.12928733,0.19648959,0.33645317,0.26517332,0.39086968,0.26797366,0.37377203
SS17,0.5395861,0.20923606,0.26722902,0.36626697,0.45737115,0.37268406,1.0000001,0.7209169,0.2918208,0.37977397,0.22851555,0.27273816,0.2763613,0.35939482,0.17260815,0.2977215,0.35230252,0.31885868,0.30705595,0.4486977,0.28459194,0.23921919,0.3013175,0.32488087,0.32889104,0.14269337,0.06816454,0.1356521,0.15411034,0.11617892,0.13057762,0.2553048,0.19564325,0.2793341,0.25632054,0.21459365,0.18797386,0.2624814,0.20033273,0.22894785,0.21005586,0.21948841,0.24446394,0.22545913,0.3901652,0.24068834,0.24295391,0.3451499,0.19223103,0.32598737,0.28264624,0.3414098,0.21635805,0.12977214,0.19749154,0.3162523,0.24680147,0.26130867,0.44041812,0.2747801,0.30776033,0.26465312,0.41478196,0.30073777,0.32664797,0.42437142,0.64037204,0.38522068,0.39512613,0.30301878,0.293635,0.40669298,0.37020296,0.29948005,0.27102146,0.3299045,0.39862415,0.32484075,0.3863805,0.33803323,0.3464902,0.22713782,0.30925748,0.31482357,0.24486285,0.2971778,0.27069622,0.29222742,0.31896698,0.2704078,0.090600476,0.2522637,0.31506425,0.3971561,0.23956567,0.10348107,0.30689177,0.2239233,0.37649202,0.44761425,0.38972872
SS18,0.6050766,0.3172451,0.41867194,0.478608,0.56256235,0.4426567,0.7209169,1.0,0.3387884,0.364398,0.30928323,0.27080458,0.29482615,0.40575778,0.3008741,0.39160174,0.40706578,0.43970954,0.45956004,0.52345765,0.3640716,0.28730303,0.39577085,0.34283814,0.34646615,0.27630714,0.1750434,0.24004374,0.22893181,0.23561987,0.23532882,0.33961034,0.24598078,0.366344,0.34761074,0.25038663,0.19448958,0.3153284,0.34710827,0.31630012,0.27123785,0.24120283,0.3405866,0.26742324,0.38366634,0.35416967,0.43076348,0.47431362,0.27794498,0.43177122,0.31991416,0.3145343,0.2638528,0.14110832,0.2429815,0.3897506,0.31088012,0.2543126,0.46821156,0.31212947,0.25839484,0.37151092,0.5590595,0.3020712,0.3692501,0.48913068,0.7352466,0.41302395,0.4242694,0.35997495,0.34211186,0.4122526,0.3492001,0.38248137,0.3771484,0.3912505,0.46258986,0.39289078,0.46966255,0.37584862,0.37575173,0.27107728,0.3231047,0.34257346,0.26652417,0.415672,0.39683238,0.44516525,0.4115684,0.3302597,0.17095584,0.27622542,0.38646954,0.46581066,0.2680526,0.19985585,0.31009778,0.28136855,0.3980876,0.6100301,0.4559332
SS19,0.40940726,0.3769901,0.321446,0.45726153,0.37718982,0.57356244,0.2918208,0.3387884,1.0,0.8507139,0.48679426,0.5560164,0.44576162,0.27054697,0.35121188,0.21466814,0.22050479,0.28610632,0.2828169,0.26336458,0.29760835,0.1691337,0.3799078,0.3100025,0.33515054,0.26415455,0.38720882,0.3790292,0.046669867,0.11004162,0.108460754,0.2269418,0.22588144,0.19058952,0.1534372,0.20836183,0.10714071,0.21840674,0.29556185,0.19134228,0.27023318,0.34364137,0.21903923,0.26449534,0.2763042,0.23168822,0.23822504,0.16970634,0.23774505,0.36604434,0.44375688,0.49087805,0.4089586,0.26105988,0.5047661,0.5427339,0.5342427,0.38808608,0.542172,0.18045586,0.25527057,0.23805071,0.42011315,0.2071818,0.1910373,0.34171033,0.3122765,0.26545703,0.54067653,0.26276392,0.355082,0.6944555,0.5217328,0.27870482,0.1884416,0.26769593,0.30136827,0.18732603,0.2740489,0.33405104,0.3974715,0.2111398,0.2582889,0.49488577,0.29814634,0.40365988,0.18851694,0.283687,0.23573361,0.22702497,0.13348798,0.49089533,0.25012815,0.30366933,0.1396712,0.11841709,0.41560555,0.22526807,0.34561175,0.25338385,0.35527825
SS20,0.4057236,0.29200846,0.2829994,0.42131385,0.34074563,0.5907412,0.37977397,0.364398,0.8507139,0.99999994,0.4610277,0.47278577,0.46104625,0.31965536,0.34251085,0.22707897,0.211936,0.32108134,0.29181033,0.30137894,0.29431188,0.14013614,0.36125073,0.29106307,0.31859213,0.24280787,0.35684446,0.3510362,0.053808246,0.07924007,0.10174683,0.23655984,0.22007169,0.20301773,0.18906568,0.23721924,0.14363913,0.23759559,0.29768866,0.25729308,0.31857836,0.36072326,0.23236297,0.27475664,0.31195295,0.23004717,0.197983,0.18324935,0.21816951,0.3582027,0.46247345,0.51210356,0.44451737,0.3241663,0.5704463,0.52067256,0.5247011,0.45550492,0.5220271,0.20626971,0.31534523,0.21383888,0.37538666,0.26423183,0.1498222,0.32633296,0.331088,0.24974605,0.51254284,0.23776314,0.4514079,0.64635,0.49196827,0.30390912,0.16565068,0.24309056,0.28911683,0.18719871,0.23776917,0.309462,0.37053084,0.328803,0.27384818,0.4849736,0.28197417,0.38671255,0.19327499,0.27715313,0.17800145,0.21244138,0.13634263,0.46649876,0.20563732,0.26323852,0.14838408,0.11938996,0.43378246,0.25796852,0.3199119,0.26244146,0.3121657
SS21,0.3234659,0.35156748,0.25326413,0.3357395,0.22615877,0.35897964,0.22851555,0.30928323,0.48679426,0.4610277,1.0,0.42442662,0.32055688,0.14084055,0.26836377,0.23675781,0.13023724,0.20722534,0.220412,0.16594727,0.20814897,0.099059686,0.3101895,0.2035841,0.2653403,0.23259173,0.33327022,0.30661234,0.07247563,0.09540955,0.1543305,0.15617828,0.2809275,0.20956238,0.20741028,0.22638687,0.16031472,0.17632718,0.31799653,0.29399648,0.35508725,0.39809474,0.28949967,0.32787672,0.22493288,0.14633328,0.20061228,0.2351633,0.23127502,0.2545326,0.45984995,0.27226716,0.42952275,0.19414948,0.37214464,0.4701105,0.497464,0.45502478,0.38880336,0.24274376,0.32587937,0.26468563,0.35812104,0.08987247,0.22594413,0.3213306,0.24540585,0.22774056,0.32223386,0.22129926,0.2867103,0.52408063,0.42988932,0.17634118,0.18604487,0.17070666,0.31395143,0.23553713,0.14061321,0.3722466,0.31320947,0.21781386,0.21848659,0.38957903,0.24106814,0.40439907,0.23153254,0.305727,0.2691496,0.24918245,0.19960585,0.40771595,0.1834254,0.23901176,0.14763413,0.1134807,0.38167042,0.31702387,0.22124772,0.32400075,0.38510558
SS22,0.35183355,0.40234792,0.24523763,0.4099179,0.42485803,0.3516939,0.27273816,0.27080458,0.5560164,0.47278577,0.42442662,0.9999998,0.31609833,0.15680733,0.29886115,0.27231187,0.19906107,0.26007703,0.26499984,0.26296097,0.2603484,0.16776943,0.38775527,0.3602815,0.42225325,0.17058507,0.2542003,0.3049478,0.10391831,0.11170383,0.12438378,0.20378241,0.22712424,0.18947655,0.14756945,0.17785576,0.09388513,0.18532522,0.23487127,0.18911752,0.32700947,0.2294431,0.21127583,0.302769,0.2914765,0.10604978,0.16534635,0.20936331,0.14580125,0.26353416,0.32549274,0.4344112,0.29337513,0.12556349,0.3489579,0.4529195,0.39145342,0.2544022,0.41272357,0.17398515,0.24255687,0.24242496,0.4629559,0.17073068,0.24493179,0.32399997,0.30587345,0.25739843,0.4652567,0.23262376,0.2676477,0.5678234,0.4131801,0.21129505,0.2610979,0.24500352,0.387235,0.19443715,0.18791905,0.4170925,0.33253032,0.13516769,0.2918778,0.5075097,0.29689968,0.3571649,0.22223449,0.28440878,0.29181984,0.16014934,0.14621769,0.40311345,0.25647965,0.26640254,0.06869556,0.11771895,0.33383122,0.12753099,0.21550824,0.21052618,0.33823782
SS23,0.3102054,0.2515292,0.23588309,0.32775396,0.34666514,0.40377593,0.2763613,0.29482615,0.44576162,0.46104625,0.32055688,0.31609833,1.0000001,0.3021472,0.2599362,0.3795229,0.5375794,0.30700144,0.24483272,0.33111084,0.21716432,0.5159161,0.43760028,0.46193498,0.55708635,0.45623678,0.5205494,0.5024485,0.20481277,0.3398485,0.30554026,0.4221068,0.37246776,0.32578656,0.33834112,0.41724488,0.22061594,0.43874002,0.40588105,0.37391528,0.440055,0.47999406,0.43536836,0.51545084,0.5076309,0.18118528,0.23919627,0.22644158,0.30180374,0.37293273,0.33856907,0.2602219,0.50803477,0.35050464,0.28637856,0.4454203,0.28629678,0.2908405,0.61497074,0.4155165,0.45805362,0.47071588,0.3094075,0.4228617,0.3723794,0.2611848,0.34073287,0.30793554,0.340765,0.27946043,0.4743286,0.4918145,0.45019323,0.3820422,0.3501746,0.3600003,0.20649473,0.22750793,0.35591045,0.343017,0.31637678,0.40778995,0.37440988,0.34413257,0.5118295,0.49721935,0.271905,0.47456208,0.30657348,0.4397513,0.42134452,0.6576254,0.4450633,0.58481604,0.32492575,0.32437953,0.643992,0.3516566,0.5928085,0.2945608,0.45444885
SS24,0.43929988,0.28239,0.2769423,0.3906376,0.30398712,0.29829907,0.35939482,0.40575778,0.27054697,0.31965536,0.14084055,0.15680733,0.3021472,1.0000002,0.4580862,0.43884072,0.29270855,0.45540866,0.44133943,0.43165746,0.3265991,0.2721579,0.3749552,0.26318815,0.35294592,0.20178425,0.1266008,0.21421245,0.17978409,0.32640883,0.22181714,0.29978165,0.24698359,0.346248,0.30723786,0.24629927,0.24128419,0.3226132,0.3356052,0.24915777,0.23960567,0.18791354,0.2509203,0.24393368,0.29358053,0.6154513,0.4366225,0.3058589,0.4076178,0.47656882,0.29537883,0.2612319,0.27877605,0.15563619,0.23306063,0.20082068,0.22227876,0.2218688,0.3419055,0.24803361,0.33378857,0.30741647,0.33349958,0.32465506,0.25373018,0.30331892,0.3754578,0.32652622,0.38869366,0.33175695,0.37224796,0.33276936,0.3462075,0.3846287,0.27781442,0.29358086,0.25167808,0.44259506,0.29841912,0.308901,0.3989947,0.29026163,0.3914428,0.31595773,0.30560252,0.35235208,0.27455398,0.37344006,0.31039074,0.31865424,0.18496422,0.26093677,0.38032174,0.2933804,0.25257853,0.25083286,0.31637108,0.22145145,0.25234422,0.4372912,0.3621754
SS25,0.29479682,0.31899917,0.22322088,0.3801353,0.3925509,0.32303867,0.17260815,0.3008741,0.35121188,0.34251085,0.26836377,0.29886115,0.2599362,0.4580862,1.0,0.41883445,0.33504272,0.49879897,0.44041875,0.44485974,0.442302,0.19662526,0.52636015,0.474237,0.35458857,0.14106798,0.0686667,0.12735982,0.14729315,0.19980773,0.17194898,0.2963541,0.299514,0.27932394,0.29683614,0.26213202,0.1675971,0.26330504,0.34466714,0.28050768,0.25386778,0.14972475,0.26926953,0.29540092,0.31895024,0.34227973,0.30468285,0.2457254,0.2988423,0.38892925,0.35241807,0.25173914,0.34480953,0.19641718,0.36185074,0.24803144,0.2210924,0.19414595,0.31296924,0.2675872,0.30680278,0.29325727,0.40569666,0.25660488,0.22265626,0.33847708,0.25900006,0.3888703,0.42763507,0.41149014,0.42645,0.3647054,0.34895897,0.31543663,0.2738461,0.34639537,0.28271073,0.34339267,0.34067237,0.3921537,0.50244457,0.23895219,0.46862993,0.3198223,0.37653208,0.33625826,0.34873766,0.4290523,0.34618628,0.31711808,0.15800557,0.24937008,0.2840968,0.28003505,0.29083312,0.24913692,0.3099028,0.24219847,0.29865336,0.3338974,0.41806626
SS26,0.39436838,0.48058912,0.35522237,0.38208959,0.4422242,0.29884043,0.2977215,0.39160174,0.21466814,0.22707897,0.23675781,0.27231187,0.3795229,0.43884072,0.41883445,1.0000001,0.49142703,0.4969348,0.4631223,0.47753266,0.35406545,0.3958521,0.5626924,0.34915525,0.4826878,0.26624352,0.18664666,0.24223886,0.38654628,0.28494155,0.28554893,0.40313542,0.2388302,0.23155805,0.19326265,0.23409821,0.12728223,0.33254975,0.25535426,0.31355128,0.26036292,0.22851764,0.26410276,0.33646005,0.2718838,0.2731787,0.31236333,0.3497756,0.26567793,0.32971525,0.16760981,0.21399292,0.27910843,0.11488038,0.21083114,0.38456032,0.19298118,0.11136649,0.36027002,0.23860446,0.3189746,0.3989221,0.5722147,0.21973252,0.2655082,0.36905983,0.49919587,0.50885355,0.40012106,0.499535,0.3197493,0.4295336,0.3399398,0.40063846,0.515983,0.28321353,0.47432953,0.4379945,0.36011893,0.5261064,0.44314352,0.22239912,0.42893934,0.3651216,0.34535486,0.42165935,0.34935164,0.48853382,0.46350065,0.33321798,0.35371256,0.32049972,0.45955196,0.46189034,0.16667601,0.39925814,0.31010336,0.23737901,0.433605,0.36263132,0.5167297
SS27,0.34565854,0.29667017,0.23362009,0.33472785,0.38470978,0.317742,0.35230252,0.40706578,0.22050479,0.211936,0.13023724,0.19906107,0.5375794,0.29270855,0.33504272,0.49142703,0.9999998,0.40878582,0.35820287,0.43659714,0.33625874,0.65238506,0.46727574,0.46023807,0.5722581,0.37010866,0.27773774,0.34642547,0.26803342,0.28105855,0.24073714,0.4372036,0.31892842,0.27442154,0.30230346,0.23099582,0.14837296,0.35292304,0.20173702,0.3408352,0.21728444,0.23510976,0.28646988,0.3623375,0.47486252,0.15142754,0.262338,0.33690464,0.22307885,0.39085022,0.21513404,0.15326193,0.27814746,0.04453214,0.112505116,0.35273018,0.1210005,0.12434432,0.34564632,0.32654098,0.32140195,0.42560744,0.44694817,0.3488185,0.4768143,0.4040805,0.48503506,0.44272518,0.38932735,0.44966567,0.28202963,0.37868458,0.2761568,0.42115986,0.4729777,0.44420463,0.37915105,0.24935322,0.46053708,0.30856025,0.3980827,0.17363575,0.42237714,0.26447833,0.52761835,0.46355247,0.40868625,0.48074284,0.5226993,0.37846452,0.3609133,0.4603448,0.521867,0.7179503,0.29050422,0.31375504,0.37862232,0.2661848,0.6533037,0.34835956,0.470824
SS28,0.3488687,0.29712334,0.28007552,0.37211952,0.38693756,0.3594461,0.31885868,0.43970954,0.28610632,0.32108134,0.20722534,0.26007703,0.30700144,0.45540866,0.49879897,0.4969348,0.40878582,1.0000001,0.7704004,0.5346248,0.52002305,0.36371607,0.5072392,0.36585438,0.43329984,0.19494759,0.13343038,0.20624027,0.20764524,0.2262243,0.244934,0.3889473,0.21120599,0.25749105,0.25812435,0.19088048,0.14275186,0.22800994,0.29817456,0.2917758,0.25049213,0.2052496,0.2655371,0.3123089,0.32751152,0.35210112,0.39300194,0.25906926,0.3032188,0.47296858,0.25919503,0.28190967,0.19381182,0.06871542,0.23104548,0.26484573,0.17677629,0.12737247,0.34115666,0.24199837,0.33561352,0.33216903,0.4684797,0.283607,0.20747441,0.22904621,0.41858667,0.5171164,0.37479958,0.5034325,0.3831333,0.3943376,0.31639314,0.3266072,0.35443035,0.27145728,0.31652293,0.34822077,0.40467295,0.4788783,0.3237602,0.25306505,0.42526045,0.38458234,0.30739623,0.37286374,0.3199541,0.40063298,0.45786557,0.2981909,0.23380777,0.22156939,0.35992718,0.42844278,0.2113465,0.2682641,0.28668755,0.26118407,0.3919775,0.42396247,0.43259704
SS29,0.33008468,0.36852682,0.3146851,0.4021467,0.36641207,0.36509192,0.30705595,0.45956004,0.2828169,0.29181033,0.220412,0.26499984,0.24483272,0.44133943,0.44041875,0.4631223,0.35820287,0.7704004,1.0000001,0.5956471,0.54188114,0.34965932,0.5019071,0.30921918,0.40144905,0.1800182,0.10477777,0.171193,0.17369625,0.18383723,0.19258693,0.29672128,0.19113843,0.3023038,0.29041648,0.13547498,0.16239181,0.26538232,0.27794105,0.27187473,0.2622225,0.17169353,0.2992706,0.31673694,0.26131418,0.31685975,0.52779907,0.26856634,0.28249815,0.36330813,0.2813595,0.25380513,0.18374822,0.10666781,0.20227674,0.23779187,0.2009151,0.09962527,0.28830746,0.20555922,0.28649914,0.2963557,0.4324895,0.19142671,0.21673003,0.2344384,0.451714,0.5009775,0.36657342,0.44929588,0.290252,0.36938623,0.29753858,0.32402012,0.29670456,0.23822422,0.30365932,0.3282235,0.43895352,0.46008667,0.30762026,0.16848277,0.36747003,0.376005,0.27279264,0.38542157,0.32648075,0.34922996,0.41512552,0.28419358,0.1807673,0.22610147,0.36998042,0.45008773,0.18006271,0.19217402,0.24732134,0.20795926,0.39428657,0.42083845,0.417772
SS30,0.43640268,0.28623807,0.30672866,0.43988785,0.44414914,0.33906683,0.4486977,0.52345765,0.26336458,0.30137894,0.16594727,0.26296097,0.33111084,0.43165746,0.44485974,0.47753266,0.43659714,0.5346248,0.5956471,0.99999994,0.6911972,0.4687523,0.564517,0.33415285,0.41641802,0.29438192,0.1449625,0.26067582,0.3347228,0.28281087,0.26365438,0.37303543,0.31218517,0.39404765,0.33416516,0.27961636,0.2039059,0.3845809,0.29184818,0.38695177,0.32096636,0.22705367,0.34466293,0.30134803,0.34482718,0.34275955,0.529618,0.34969652,0.30948597,0.42201212,0.23813862,0.31169483,0.23947734,0.11063275,0.2485758,0.3098826,0.12593824,0.1388665,0.39574823,0.29993156,0.32875165,0.3556312,0.4048065,0.36163297,0.40132913,0.4409204,0.54642797,0.54545027,0.5639576,0.5356494,0.35987327,0.448212,0.38085634,0.33641905,0.36916527,0.40848154,0.40978116,0.3787137,0.46684873,0.40983355,0.47786167,0.27606952,0.5129607,0.32953346,0.41084027,0.36760202,0.4136784,0.4697929,0.55369395,0.3815818,0.26877463,0.26450613,0.4056403,0.48490623,0.28658172,0.3322184,0.3392961,0.35238922,0.45551163,0.4264553,0.48754162
SS31,0.312658,0.27925926,0.31515604,0.43204194,0.35681096,0.31876343,0.28459194,0.3640716,0.29760835,0.29431188,0.20814897,0.2603484,0.21716432,0.3265991,0.442302,0.35406545,0.33625874,0.52002305,0.54188114,0.6911972,1.0,0.41215253,0.52369714,0.31021678,0.31665123,0.25107545,0.1294482,0.23861703,0.19220874,0.2054347,0.19563079,0.25329083,0.19664885,0.25991756,0.15528083,0.12680207,0.085251205,0.22185487,0.2624408,0.24872515,0.2732739,0.14411439,0.1925681,0.22528863,0.24135536,0.2227063,0.4580956,0.24962047,0.2654812,0.33748323,0.24117403,0.2507078,0.16713738,0.03143958,0.20070156,0.26176274,0.17136613,0.14803948,0.3173893,0.18919457,0.20822763,0.22818618,0.27963978,0.21626961,0.3002253,0.31248465,0.37381154,0.457267,0.5209518,0.46789047,0.28108943,0.38092846,0.3232855,0.18746363,0.27194512,0.22091004,0.2930664,0.25088528,0.37963182,0.35872757,0.3719055,0.11113833,0.36325726,0.27008492,0.24568847,0.25318456,0.24370965,0.32285547,0.55820495,0.2209766,0.13036466,0.23718998,0.29535976,0.4034047,0.12560485,0.19286,0.22859076,0.22110051,0.41626674,0.2704183,0.34161317
SS32,0.24562196,0.22677279,0.16921629,0.22047561,0.30269292,0.220786,0.23921919,0.28730303,0.1691337,0.14013614,0.099059686,0.16776943,0.5159161,0.2721579,0.19662526,0.3958521,0.65238506,0.36371607,0.34965932,0.4687523,0.41215253,1.0,0.4320392,0.33606803,0.5466802,0.43229848,0.3713069,0.3999854,0.28939092,0.27741623,0.2716034,0.41740948,0.24889295,0.26058683,0.22580217,0.21299691,0.10671022,0.38137624,0.1737762,0.27637383,0.20018288,0.21819401,0.26761228,0.30302942,0.354342,0.1378729,0.36467314,0.2515613,0.30219135,0.37065297,0.1350499,0.16662714,0.2788249,0.095047235,0.07913551,0.29319078,0.0803898,0.11470422,0.31405252,0.27538654,0.2673432,0.4121637,0.3352639,0.25040486,0.39189368,0.32543278,0.36326692,0.40713903,0.3038174,0.389279,0.23173599,0.31995666,0.27465385,0.3613476,0.44537765,0.3111007,0.26643556,0.26274258,0.38840383,0.23622926,0.3202737,0.19813654,0.3516337,0.20712505,0.46414152,0.34031284,0.28174743,0.450512,0.48882738,0.30941147,0.39522368,0.47267348,0.52321225,0.66463006,0.21301019,0.3246105,0.41188383,0.19814518,0.66085774,0.2926711,0.37982687
